model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
knn,ag,0.7,0.687,0.687,0.7,0.292,0.307,0.307,0.292,0.692,0.001,0.752,0.453,0.896,0.814,,1e-06,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
xgb,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,1.104,0.062,0.375,0.421,0.842,0.728,,0.0,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
rf,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,10.8,0.211,0.7,0.402,0.798,0.665,,3e-06,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
mlp,ag,0.55,0.513,0.513,0.55,0.332,0.341,0.341,0.332,1.455,0.015,0.738,0.427,0.845,0.734,,0.0,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
naive_bayes,ag,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,34.711,0.001,0.826,0.465,0.916,0.847,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
logreg,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,1.131,0.006,0.855,0.48,0.941,0.891,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
knn,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,1.249,0.0,0.843,0.491,0.957,0.92,,1e-06,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.381,0.036,0.66,0.423,0.84,0.726,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
rf,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,9.03,0.189,0.857,0.493,0.959,0.923,,5e-06,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
mlp,ag,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,1.774,0.033,0.869,0.492,0.957,0.921,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001153707504272461,1476.3132109642029
naive_bayes,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.579,0.001,0.52,0.063,0.124,0.067,,0.0,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.799,0.005,0.5,0.499,0.995,0.993,,0.0,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
knn,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.753,0.001,0.5,0.499,0.994,0.99,,1e-06,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
xgb,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,1.079,0.135,0.619,0.356,0.708,0.549,,0.0,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
rf,lc,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,10.9,0.14,0.617,0.357,0.708,0.55,,1e-06,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.527,0.029,0.57,0.262,0.52,0.353,,1e-06,original,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
naive_bayes,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.493,0.001,0.464,0.408,0.813,0.687,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
logreg,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.777,0.005,0.505,0.508,0.998,0.999,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
knn,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,0.629,0.001,0.507,0.511,0.998,0.999,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.101,0.028,0.309,0.29,0.578,0.408,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
rf,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,10.528,0.092,0.404,0.394,0.785,0.647,,2e-06,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
mlp,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.633,0.039,0.299,0.218,0.434,0.278,,0.0,latent,10,9,1983.196189403534,0,7.808841967339478e-07,0.001294851303100586,13.165719985961914
naive_bayes,random,0.85,0.834,0.834,0.85,0.146,0.167,0.167,0.146,0.53,0.001,0.799,0.394,0.78,0.641,,0.0,original,20,5,,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.621,0.003,0.788,0.491,0.96,0.925,,0.0,original,20,5,,,,,
knn,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,0.711,0.001,0.823,0.485,0.949,0.906,,1e-06,original,20,5,,,,,
xgb,random,0.9,0.898,0.898,0.9,0.146,0.148,0.148,0.146,1.132,0.055,0.905,0.509,0.973,0.951,,0.0,original,20,5,,,,,
rf,random,0.85,0.848,0.848,0.85,0.122,0.124,0.124,0.122,10.656,0.093,0.831,0.453,0.893,0.81,,1e-06,original,20,5,,,,,
mlp,random,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,1.354,0.016,0.8,0.448,0.884,0.794,,0.0,original,20,5,,,,,
naive_bayes,k-means,0.725,0.688,0.688,0.725,0.122,0.184,0.184,0.122,0.515,0.001,0.78,0.361,0.716,0.56,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
logreg,k-means,0.725,0.722,0.722,0.725,0.094,0.095,0.095,0.094,0.864,0.012,0.757,0.443,0.877,0.782,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
knn,k-means,0.85,0.849,0.849,0.85,0.094,0.093,0.093,0.094,0.687,0.001,0.73,0.409,0.81,0.682,,1e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
xgb,k-means,0.9,0.897,0.897,0.9,0.122,0.127,0.127,0.122,1.091,0.008,0.37,0.399,0.796,0.663,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
rf,k-means,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,12.081,0.302,0.56,0.402,0.8,0.668,,4e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
mlp,k-means,0.675,0.67,0.67,0.675,0.245,0.249,0.249,0.245,1.699,0.03,0.754,0.383,0.759,0.614,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
naive_bayes,k-means,0.675,0.668,0.668,0.675,0.17,0.172,0.172,0.17,0.573,0.001,0.726,0.432,0.856,0.75,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
logreg,k-means,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.828,0.007,0.911,0.505,0.97,0.943,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
knn,k-means,0.875,0.873,0.873,0.875,0.137,0.139,0.139,0.137,0.63,0.001,0.854,0.474,0.931,0.873,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
xgb,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,1.122,0.01,0.752,0.443,0.876,0.782,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
rf,k-means,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,9.747,0.159,0.872,0.483,0.944,0.897,,5e-06,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
mlp,k-means,0.8,0.794,0.794,0.8,0.1,0.103,0.103,0.1,1.644,0.023,0.864,0.463,0.911,0.838,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0014264583587646484,33.35161542892456
naive_bayes,k-center,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.51,0.001,0.78,0.362,0.716,0.56,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
logreg,k-center,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.881,0.013,0.73,0.318,0.63,0.461,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
knn,k-center,0.875,0.841,0.841,0.875,0.194,0.259,0.259,0.194,0.745,0.001,0.5,0.002,0.001,0.002,,1e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
xgb,k-center,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,1.12,0.008,0.503,0.008,0.013,0.008,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
rf,k-center,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,9.984,0.304,0.547,0.088,0.173,0.096,,4e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
mlp,k-center,0.9,0.898,0.898,0.9,0.05,0.051,0.051,0.05,1.527,0.01,0.644,0.319,0.633,0.465,,1e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
naive_bayes,k-center,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,0.527,0.001,0.542,0.08,0.156,0.086,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
logreg,k-center,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,0.956,0.01,0.724,0.312,0.619,0.45,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
knn,k-center,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.617,0.001,0.5,0.002,0.0,0.002,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
xgb,k-center,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,1.135,0.021,0.786,0.432,0.854,0.747,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
rf,k-center,0.875,0.862,0.862,0.875,0.137,0.16,0.16,0.137,8.935,0.178,0.527,0.053,0.102,0.055,,3e-06,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
mlp,k-center,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,1.586,0.025,0.657,0.241,0.478,0.316,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0011050701141357422,9.32741403579712
naive_bayes,ag,0.675,0.643,0.643,0.675,0.061,0.077,0.077,0.061,0.533,0.001,0.783,0.364,0.722,0.566,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
logreg,ag,0.7,0.692,0.692,0.7,0.127,0.138,0.138,0.127,0.793,0.004,0.651,0.43,0.853,0.746,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
knn,ag,0.8,0.787,0.787,0.8,0.127,0.145,0.145,0.127,0.769,0.001,0.815,0.446,0.88,0.788,,1e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
xgb,ag,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,1.169,0.029,0.598,0.409,0.813,0.687,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
rf,ag,0.875,0.862,0.862,0.875,0.137,0.16,0.16,0.137,10.413,0.173,0.545,0.403,0.802,0.671,,3e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
mlp,ag,0.725,0.688,0.688,0.725,0.122,0.184,0.184,0.122,1.938,0.052,0.799,0.406,0.804,0.674,,1e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
naive_bayes,ag,0.725,0.72,0.72,0.725,0.05,0.051,0.051,0.05,34.873,0.002,0.714,0.391,0.775,0.635,,1e-06,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
logreg,ag,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,1.235,0.009,0.927,0.503,0.967,0.939,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
knn,ag,0.825,0.817,0.817,0.825,0.17,0.182,0.182,0.17,1.25,0.001,0.825,0.427,0.844,0.732,,2e-06,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
xgb,ag,0.925,0.913,0.913,0.925,0.15,0.175,0.175,0.15,1.327,0.088,0.718,0.457,0.904,0.827,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
rf,ag,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,9.249,0.264,0.868,0.479,0.938,0.886,,8e-06,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
mlp,ag,0.775,0.768,0.768,0.775,0.05,0.053,0.053,0.05,1.817,0.035,0.879,0.461,0.906,0.831,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.00115966796875,1219.2187702655792
naive_bayes,lc,0.7,0.671,0.671,0.7,0.1,0.119,0.119,0.1,0.513,0.001,0.473,0.483,0.965,0.935,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
logreg,lc,0.775,0.753,0.753,0.775,0.2,0.219,0.219,0.2,0.787,0.004,0.451,0.052,0.101,0.054,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
knn,lc,0.75,0.736,0.736,0.75,0.112,0.127,0.127,0.112,0.749,0.001,0.379,0.089,0.177,0.098,,1e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
xgb,lc,0.8,0.783,0.783,0.8,0.1,0.122,0.122,0.1,1.068,0.015,0.384,0.264,0.527,0.358,,0.0,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
rf,lc,0.725,0.678,0.678,0.725,0.184,0.235,0.235,0.184,11.231,0.285,0.475,0.206,0.409,0.258,,4e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
mlp,lc,0.8,0.786,0.786,0.8,0.15,0.166,0.166,0.15,1.815,0.054,0.332,0.13,0.259,0.15,,1e-06,original,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
naive_bayes,lc,0.7,0.682,0.682,0.7,0.1,0.111,0.111,0.1,0.556,0.002,0.462,0.066,0.13,0.07,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
logreg,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,0.843,0.008,0.178,0.028,0.054,0.028,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
knn,lc,0.875,0.868,0.868,0.875,0.112,0.119,0.119,0.112,0.659,0.001,0.238,0.096,0.19,0.106,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
xgb,lc,0.825,0.809,0.809,0.825,0.127,0.149,0.149,0.127,1.112,0.018,0.343,0.093,0.185,0.103,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
rf,lc,0.85,0.834,0.834,0.85,0.146,0.167,0.167,0.146,12.052,0.405,0.383,0.078,0.155,0.085,,1.2e-05,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
mlp,lc,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,1.882,0.054,0.203,0.071,0.142,0.077,,0.0,latent,20,5,2907.0862097740173,0,8.562815443840632e-07,0.0012598037719726562,12.848141193389893
naive_bayes,random,0.725,0.71,0.71,0.725,0.166,0.175,0.175,0.166,0.539,0.001,0.78,0.362,0.717,0.561,,0.0,original,20,6,,,,,
logreg,random,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,0.669,0.004,0.773,0.491,0.959,0.924,,0.0,original,20,6,,,,,
knn,random,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,0.669,0.001,0.831,0.49,0.956,0.918,,1e-06,original,20,6,,,,,
xgb,random,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,1.125,0.038,0.807,0.485,0.949,0.905,,0.0,original,20,6,,,,,
rf,random,0.9,0.897,0.897,0.9,0.122,0.127,0.127,0.122,12.637,0.404,0.826,0.495,0.963,0.931,,7e-06,original,20,6,,,,,
mlp,random,0.9,0.899,0.899,0.9,0.094,0.094,0.094,0.094,1.953,0.05,0.836,0.475,0.932,0.875,,1e-06,original,20,6,,,,,
naive_bayes,k-means,0.775,0.764,0.764,0.775,0.122,0.126,0.126,0.122,0.453,0.001,0.78,0.362,0.716,0.56,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
logreg,k-means,0.775,0.766,0.766,0.775,0.094,0.097,0.097,0.094,0.829,0.01,0.792,0.433,0.857,0.752,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
knn,k-means,0.8,0.792,0.792,0.8,0.15,0.163,0.163,0.15,0.659,0.001,0.803,0.412,0.815,0.69,,1e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
xgb,k-means,0.925,0.924,0.924,0.925,0.061,0.062,0.062,0.061,1.215,0.009,0.425,0.453,0.905,0.828,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
rf,k-means,0.825,0.818,0.818,0.825,0.1,0.105,0.105,0.1,12.603,0.417,0.709,0.448,0.887,0.799,,6e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
mlp,k-means,0.75,0.732,0.732,0.75,0.112,0.127,0.127,0.112,1.768,0.052,0.816,0.419,0.83,0.711,,1e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
naive_bayes,k-means,0.575,0.56,0.56,0.575,0.1,0.11,0.11,0.1,0.532,0.002,0.746,0.463,0.915,0.845,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
logreg,k-means,0.875,0.868,0.868,0.875,0.112,0.119,0.119,0.112,0.799,0.009,0.913,0.507,0.972,0.947,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
knn,k-means,0.825,0.823,0.823,0.825,0.127,0.129,0.129,0.127,0.645,0.001,0.85,0.484,0.947,0.902,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
xgb,k-means,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,1.152,0.033,0.844,0.449,0.886,0.797,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
rf,k-means,0.975,0.975,0.975,0.975,0.05,0.051,0.051,0.05,12.364,0.419,0.895,0.477,0.933,0.877,,1.4e-05,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
mlp,k-means,0.825,0.82,0.82,0.825,0.061,0.065,0.065,0.061,1.89,0.042,0.895,0.483,0.944,0.896,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011906623840332031,28.4846773147583
naive_bayes,k-center,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,0.549,0.001,0.61,0.182,0.36,0.221,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
logreg,k-center,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,0.898,0.012,0.5,0.001,0.0,0.001,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
knn,k-center,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,0.704,0.001,0.5,0.002,0.0,0.002,,1e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
xgb,k-center,0.95,0.95,0.95,0.95,0.1,0.1,0.1,0.1,1.059,0.016,0.615,0.266,0.528,0.36,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
rf,k-center,0.875,0.875,0.875,0.875,0.112,0.112,0.112,0.112,10.277,0.236,0.5,0.002,0.001,0.002,,2e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
mlp,k-center,0.8,0.792,0.792,0.8,0.127,0.132,0.132,0.127,1.504,0.028,0.501,0.002,0.002,0.002,,1e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
naive_bayes,k-center,0.875,0.87,0.87,0.875,0.158,0.163,0.163,0.158,0.537,0.001,0.501,0.004,0.005,0.004,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
logreg,k-center,0.9,0.898,0.898,0.9,0.146,0.148,0.148,0.146,0.901,0.01,0.5,0.002,0.001,0.002,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
knn,k-center,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,0.619,0.001,0.5,0.002,0.0,0.002,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
xgb,k-center,0.95,0.95,0.95,0.95,0.1,0.1,0.1,0.1,1.131,0.014,0.506,0.014,0.026,0.014,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
rf,k-center,0.875,0.871,0.871,0.875,0.112,0.116,0.116,0.112,9.157,0.101,0.5,0.002,0.002,0.002,,3e-06,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
mlp,k-center,0.85,0.848,0.848,0.85,0.146,0.148,0.148,0.146,1.667,0.053,0.57,0.124,0.245,0.141,,1e-06,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0010714530944824219,9.141193389892578
naive_bayes,ag,0.7,0.658,0.658,0.7,0.127,0.181,0.181,0.127,0.56,0.001,0.78,0.362,0.716,0.56,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
logreg,ag,0.85,0.849,0.849,0.85,0.184,0.184,0.184,0.184,0.875,0.008,0.693,0.451,0.893,0.808,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
knn,ag,0.825,0.82,0.82,0.825,0.15,0.153,0.153,0.15,0.71,0.001,0.695,0.439,0.869,0.771,,1e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
xgb,ag,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,1.07,0.021,0.618,0.434,0.861,0.758,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
rf,ag,0.875,0.873,0.873,0.875,0.137,0.139,0.139,0.137,8.794,0.151,0.63,0.391,0.777,0.637,,2e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
mlp,ag,0.875,0.87,0.87,0.875,0.158,0.163,0.163,0.158,1.818,0.05,0.81,0.456,0.899,0.818,,1e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
naive_bayes,ag,0.85,0.848,0.848,0.85,0.146,0.148,0.148,0.146,34.619,0.002,0.714,0.422,0.837,0.721,,1e-06,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
logreg,ag,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,1.167,0.008,0.912,0.524,0.983,0.968,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
knn,ag,0.875,0.874,0.874,0.875,0.079,0.079,0.079,0.079,1.247,0.001,0.9,0.517,0.979,0.961,,2e-06,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
xgb,ag,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,1.432,0.033,0.794,0.427,0.846,0.734,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
rf,ag,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,11.206,0.417,0.822,0.474,0.932,0.875,,1.2e-05,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
mlp,ag,0.85,0.846,0.846,0.85,0.094,0.097,0.097,0.094,1.966,0.033,0.856,0.485,0.947,0.902,,0.0,latent,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0011303424835205078,1081.986252784729
naive_bayes,lc,0.8,0.781,0.781,0.8,0.127,0.147,0.147,0.127,0.567,0.001,0.497,0.002,0.001,0.002,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0013587474822998047,15.84460997581482
logreg,lc,0.9,0.896,0.896,0.9,0.094,0.099,0.099,0.094,0.839,0.01,0.458,0.004,0.006,0.004,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0013587474822998047,15.84460997581482
knn,lc,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,0.705,0.001,0.489,0.02,0.037,0.02,,1e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0013587474822998047,15.84460997581482
xgb,lc,0.925,0.921,0.921,0.925,0.1,0.106,0.106,0.1,1.1,0.01,0.467,0.018,0.033,0.018,,0.0,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0013587474822998047,15.84460997581482
rf,lc,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,11.273,0.404,0.504,0.017,0.03,0.017,,5e-06,original,20,6,1817.6664872169495,0,8.123654726217413e-07,0.0013587474822998047,15.84460997581482
