model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
naive_bayes,random,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,37.234,0.002,0.518,0.387,0.406,0.389,,1e-06,original,10,5,,,,,
logreg,random,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,1.128,0.008,0.605,0.556,0.64,0.608,,0.0,original,10,5,,,,,
knn,random,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,1.283,0.001,0.58,0.521,0.599,0.562,,2.2e-05,original,10,5,,,,,
xgb,random,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,1.411,0.065,0.583,0.501,0.562,0.525,,9e-06,original,10,5,,,,,
rf,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,12.295,0.33,0.569,0.549,0.659,0.635,,2e-05,original,10,5,,,,,
mlp,random,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,1.973,0.037,0.619,0.572,0.658,0.627,,9e-06,original,10,5,,,,,
svc,random,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,0.592,0.002,0.564,0.424,0.446,0.427,,4e-06,original,10,5,,,,,
naive_bayes,k-means,0.5,0.48,0.48,0.5,0.274,0.293,0.293,0.274,0.495,0.001,0.677,0.68,0.781,0.783,,1e-06,original,10,5,421.42068338394165,0,8.815306204336661e-07,0.0008270740509033203,0.19936823844909668
logreg,k-means,0.35,0.307,0.307,0.35,0.2,0.19,0.19,0.2,0.743,0.004,0.647,0.635,0.739,0.73,,0.0,original,10,5,421.42068338394165,0,8.815306204336661e-07,0.0008270740509033203,0.19936823844909668
knn,k-means,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,0.612,0.001,0.612,0.601,0.713,0.701,,5e-06,original,10,5,421.42068338394165,0,8.815306204336661e-07,0.0008270740509033203,0.19936823844909668
xgb,k-means,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,1.077,0.033,0.574,0.506,0.577,0.539,,3e-06,original,10,5,421.42068338394165,0,8.815306204336661e-07,0.0008270740509033203,0.19936823844909668
