model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
xgb,random,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,17.372,0.078,0.716,0.69,0.761,0.75,0.817,5e-06,original,10,5,,,,,
rf,random,0.85,0.84,0.84,0.85,0.3,0.32,0.32,0.3,19.167,0.269,0.755,0.699,0.755,0.738,0.829,5e-06,original,10,5,,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,3.154,0.001,0.658,0.628,0.706,0.687,0.293,4e-06,original,10,5,,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,5.989,0.007,0.694,0.704,0.79,0.796,0.84,7e-06,original,10,5,,,,,
mlp,random,0.7,0.693,0.693,0.7,0.367,0.367,0.367,0.367,5.758,1.409,0.734,0.714,0.783,0.776,0.836,2.4e-05,original,10,5,,,,,
naive_bayes,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.375,0.001,0.632,0.608,0.692,0.674,0.697,2e-06,original,10,5,,,,,
knn,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,3.895,0.001,0.573,0.576,0.724,0.766,0.76,3e-05,original,10,5,,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,8.65,0.077,0.628,0.619,0.714,0.706,0.778,5e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,34.605,0.567,0.755,0.699,0.756,0.738,0.826,7e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
svc,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.568,0.002,0.775,0.707,0.759,0.741,0.861,3e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
logreg,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.76,0.007,0.792,0.741,0.794,0.781,0.874,9e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
mlp,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.845,1.378,0.795,0.731,0.781,0.766,0.877,2.9e-05,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
naive_bayes,k-means,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,7.797,0.001,0.733,0.725,0.796,0.792,0.771,1e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
knn,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,9.166,0.001,0.772,0.686,0.733,0.712,0.852,2.6e-05,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,5.679,0.046,0.627,0.546,0.596,0.567,0.7,4e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.611,0.286,0.723,0.646,0.699,0.675,0.805,8e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
svc,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.83,0.002,0.782,0.702,0.751,0.731,0.867,3e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
logreg,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,8.796,0.007,0.791,0.726,0.776,0.76,0.877,9e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
mlp,k-means,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,5.541,0.025,0.795,0.731,0.781,0.765,0.878,9e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
naive_bayes,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,9.321,0.001,0.648,0.665,0.772,0.79,0.723,8e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
knn,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.459,0.001,0.786,0.705,0.752,0.732,0.838,2e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.002126455307006836,0.3000001907348633
xgb,k-center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,11.632,0.08,0.711,0.655,0.715,0.694,0.79,6e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
rf,k-center,0.45,0.36,0.36,0.45,0.187,0.196,0.196,0.187,19.1,0.385,0.692,0.671,0.748,0.737,0.767,9e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
svc,k-center,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,8.359,0.002,0.51,0.452,0.668,0.765,0.433,4e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
logreg,k-center,0.55,0.413,0.413,0.55,0.1,0.16,0.16,0.1,9.259,0.193,0.565,0.559,0.723,0.784,0.638,1.6e-05,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
mlp,k-center,0.35,0.273,0.273,0.35,0.2,0.167,0.167,0.2,7.19,1.613,0.709,0.605,0.646,0.621,0.797,1.4e-05,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
naive_bayes,k-center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,6.547,0.001,0.586,0.485,0.519,0.494,0.649,1e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
knn,k-center,0.65,0.547,0.547,0.65,0.2,0.275,0.275,0.2,4.23,0.001,0.477,0.276,0.231,0.286,0.485,2.8e-05,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
xgb,k-center,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,5.248,0.464,0.657,0.633,0.713,0.698,0.747,6e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
rf,k-center,0.5,0.433,0.433,0.5,0.0,0.082,0.082,0.0,15.427,0.313,0.684,0.64,0.709,0.688,0.751,6e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
svc,k-center,0.5,0.367,0.367,0.5,0.0,0.067,0.067,0.0,6.571,0.002,0.593,0.603,0.743,0.785,0.324,4e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
logreg,k-center,0.45,0.34,0.34,0.45,0.1,0.095,0.095,0.1,7.405,0.212,0.646,0.609,0.684,0.662,0.7,1.1e-05,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
mlp,k-center,0.4,0.353,0.353,0.4,0.255,0.251,0.251,0.255,7.481,0.05,0.65,0.532,0.563,0.54,0.761,1.7e-05,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
naive_bayes,k-center,0.5,0.42,0.42,0.5,0.158,0.183,0.183,0.158,6.261,0.001,0.627,0.463,0.466,0.463,0.767,3e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
knn,k-center,0.6,0.553,0.553,0.6,0.255,0.286,0.286,0.255,8.05,0.001,0.566,0.547,0.64,0.617,0.584,5e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.001961231231689453,0.11420464515686035
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,9.334,0.063,0.695,0.649,0.716,0.695,0.75,4e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
rf,ag,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,16.284,0.342,0.735,0.682,0.742,0.724,0.809,7e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
svc,ag,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,4.846,0.002,0.781,0.728,0.783,0.768,0.142,5e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
logreg,ag,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,5.126,0.006,0.759,0.75,0.814,0.811,0.866,7e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
mlp,ag,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,4.544,1.216,0.775,0.719,0.773,0.757,0.855,2.8e-05,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
naive_bayes,ag,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,3.237,0.002,0.653,0.661,0.759,0.766,0.757,1e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
knn,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,5.711,0.001,0.753,0.713,0.774,0.761,0.818,1e-05,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.699,0.321,0.687,0.621,0.679,0.653,0.77,4e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
rf,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,15.41,0.369,0.753,0.706,0.765,0.75,0.834,1e-05,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
svc,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,9.192,0.002,0.786,0.736,0.79,0.777,0.865,2e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
logreg,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.933,0.102,0.769,0.724,0.781,0.767,0.854,6e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
mlp,ag,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,4.1,2.764,0.769,0.728,0.786,0.774,0.859,9e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
naive_bayes,ag,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,6.669,0.012,0.648,0.664,0.77,0.786,0.732,2e-06,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
knn,ag,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.752,0.001,0.771,0.728,0.786,0.773,0.848,3.6e-05,latent,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0016276836395263672,185.02453064918518
xgb,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.3,0.089,0.23,0.252,0.35,0.299,0.156,5e-06,original,10,5,2694.910953760147,150.7573254108429,5.394778336369341e-07,0.0019445419311523438,13.179627418518066
