model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,15.371,0.043,0.755,0.679,0.802,0.778,0.824,4e-06,original,10,5,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,17.544,0.474,0.746,0.647,0.768,0.734,0.836,3.2e-05,original,10,5,,,,
xgb,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,7.253,0.022,0.795,0.723,0.834,0.816,0.853,1.1e-05,original,10,5,250.6885166168213,0,1.0360476454389067e-06,0.002042531967163086
rf,k-means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,16.485,0.46,0.756,0.683,0.806,0.783,0.826,2.9e-05,original,10,5,250.6885166168213,0,1.0360476454389067e-06,0.002042531967163086
xgb,k_means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,4.075,0.042,0.695,0.741,0.878,0.893,0.843,6e-06,latent,10,5,250.6885166168213,0,1.0360476454389067e-06,0.002042531967163086
rf,k_means,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,14.853,0.257,0.774,0.684,0.8,0.774,0.851,2e-05,latent,10,5,250.6885166168213,0,1.0360476454389067e-06,0.002042531967163086
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.642,0.025,0.835,0.792,0.883,0.876,0.873,5e-06,original,10,6,,,,
rf,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,16.49,0.448,0.777,0.701,0.818,0.796,0.851,2.7e-05,original,10,6,,,,
xgb,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,7.238,0.032,0.821,0.796,0.889,0.885,0.869,4e-06,original,10,6,250.6885166168213,0,1.0360476454389067e-06,0.002151966094970703
rf,k-means,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,16.414,0.443,0.721,0.666,0.8,0.779,0.814,2.8e-05,original,10,6,250.6885166168213,0,1.0360476454389067e-06,0.002151966094970703
