model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,10.94,0.041,0.743,0.665,0.791,0.764,0.802,1.8e-05,original,10,5,,,,
rf,random,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,16.209,0.271,0.709,0.622,0.753,0.717,0.784,1.7e-05,original,10,5,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,2.996,0.028,0.817,0.805,0.896,0.894,0.887,2e-06,original,10,5,0,0,0,0.5742812156677246
rf,k-means,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,13.456,0.25,0.827,0.786,0.881,0.873,0.892,1.5e-05,original,10,5,0,0,0,0.5742812156677246
xgb,k_means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.163,0.025,0.823,0.802,0.892,0.889,0.895,2e-06,latent,10,5,0,0,0,0.5742812156677246
rf,k_means,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,15.138,0.167,0.809,0.721,0.828,0.807,0.876,1.3e-05,latent,10,5,0,0,0,0.5742812156677246
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.724,0.028,0.835,0.792,0.883,0.876,0.871,1.7e-05,original,10,6,,,,
rf,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,15.141,0.189,0.806,0.728,0.835,0.817,0.857,1.6e-05,original,10,6,,,,
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.291,0.024,0.829,0.798,0.889,0.884,0.857,6e-06,original,10,6,0,0,0,0.0014336109161376953
rf,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,15.226,0.37,0.747,0.669,0.793,0.767,0.842,2.2e-05,original,10,6,0,0,0,0.0014336109161376953
xgb,k_means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.617,0.044,0.832,0.802,0.891,0.886,0.832,1.9e-05,latent,10,6,0,0,0,0.0014336109161376953
rf,k_means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,16.765,0.429,0.829,0.799,0.89,0.885,0.889,2.7e-05,latent,10,6,0,0,0,0.0014336109161376953
xgb,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,4.356,0.042,0.795,0.78,0.881,0.878,0.792,9e-06,original,10,7,,,,
rf,random,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,15.719,0.383,0.761,0.647,0.763,0.727,0.856,2.5e-05,original,10,7,,,,
