type,type,type,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
353.61353,CASH_OUT,353.61353,CASH_OUT,48980.117,19800.562,5277.8125,76615.44,107790.25,0
277.02106,TRANSFER,277.02106,TRANSFER,9.231083e+07,104349.81,476197.22,15194.125,9.3253704e+07,0
302.83295,TRANSFER,302.83295,TRANSFER,3.055995e+07,150729.94,1.02529175e+06,3.2707222e+08,3.5425898e+08,0
283.98535,TRANSFER,283.98535,TRANSFER,4.7901904e+07,-6825.3125,58178.938,8.793142e+07,1.364081e+08,0
373.93182,CASH_IN,373.93182,CASH_IN,207354.97,1.341786e+06,888648.44,2.046807e+08,2.0501173e+08,0
299.306,TRANSFER,299.306,TRANSFER,1.7630126e+07,13481.4375,9711.5625,7.92081e+07,9.7740536e+07,0
333.27692,CASH_IN,333.27692,CASH_IN,242235.44,4.6565265e+06,4.707924e+06,3.5593725e+08,3.5382646e+08,0
286.06396,TRANSFER,286.06396,TRANSFER,6.9743784e+07,124303.69,230139.12,1.4657344e+08,2.2226349e+08,0
302.02277,TRANSFER,302.02277,TRANSFER,3.1985066e+07,40344.062,255014.25,2.0306667e+08,2.3702747e+08,0
275.96167,TRANSFER,275.96167,TRANSFER,6.129062e+07,22370.812,136442.25,-63603.0,6.1376924e+07,0
297.1437,TRANSFER,297.1437,TRANSFER,4.8867176e+07,245268.69,625798.4,2.6161704e+08,3.1185782e+08,0
399.38367,CASH_IN,399.38367,CASH_IN,99601.18,3.0207392e+07,3.033816e+07,6.619051e+07,6.729822e+07,0
298.41443,TRANSFER,298.41443,TRANSFER,1.4323679e+07,45574.75,646856.75,2.7734915e+08,2.9109558e+08,0
304.43344,TRANSFER,304.43344,TRANSFER,9.949967e+06,30170.25,4236.5625,181793.94,5.438171e+07,0
302.0985,TRANSFER,302.0985,TRANSFER,3.383821e+07,10867.5,15782.375,3.65943e+07,7.1320664e+07,0
297.93,TRANSFER,297.93,TRANSFER,6.375845e+07,-13096.8125,99366.44,7.131231e+07,1.3706877e+08,0
299.90042,TRANSFER,299.90042,TRANSFER,5.1748144e+07,82259.56,195666.12,1.6661946e+08,2.1919603e+08,0
303.10388,TRANSFER,303.10388,TRANSFER,1.5577842e+07,17268.938,153133.25,1.8503077e+08,2.5228714e+08,0
299.11325,TRANSFER,299.11325,TRANSFER,3.1263096e+07,1461.3125,59353.875,1.2628724e+08,1.5976666e+08,0
352.1845,TRANSFER,352.1845,TRANSFER,3.09819e+06,7903.0,61287.312,1.3346966e+08,1.3942464e+08,0
369.1881,CASH_IN,369.1881,CASH_IN,140738.38,653314.7,179720.06,2.7532845e+08,2.745002e+08,0
305.5531,CASH_OUT,305.5531,CASH_OUT,135852.88,4.214126e+07,4.3753404e+07,5.379428e+06,5.145473e+06,0
273.9938,TRANSFER,273.9938,TRANSFER,4.7818068e+07,-3083.9375,73096.31,109609.19,4.773761e+07,0
20.05986,TRANSFER,20.05986,TRANSFER,1.4942669e+06,33175.875,9181.0,3.1040538e+07,3.3248944e+07,0
304.2922,TRANSFER,304.2922,TRANSFER,2.1166242e+07,25611.812,12695.8125,2.1721426e+07,4.249534e+07,0
297.11542,TRANSFER,297.11542,TRANSFER,2.720085e+07,48129.062,395456.06,2.3654694e+08,3.1185782e+08,0
306.15686,TRANSFER,306.15686,TRANSFER,1.892159e+07,7076.8125,71871.44,1.4946925e+08,1.6915464e+08,0
302.40485,CASH_OUT,302.40485,CASH_OUT,340859.25,11540.4375,14423.75,6.824811e+07,1.2010718e+08,0
300.12482,TRANSFER,300.12482,TRANSFER,7.328795e+07,38154.562,159463.31,9.386855e+07,1.6828376e+08,0
302.91302,TRANSFER,302.91302,TRANSFER,6.1957656e+07,174700.0,312611.94,1.860923e+08,2.5239224e+08,0
683.8887,TRANSFER,683.8887,TRANSFER,6.27608e+06,958828.6,8275.875,126221.69,6.4158325e+06,0
305.55737,CASH_IN,305.55737,CASH_IN,364075.25,5.412899e+06,5.751442e+06,622999.9,3.4962256e+07,0
369.4178,TRANSFER,369.4178,TRANSFER,5.8982635e+06,21832.375,333.3125,6.4140876e+07,7.13619e+07,0
301.96887,TRANSFER,301.96887,TRANSFER,4.1836356e+07,17081.688,128000.25,1.5383013e+08,1.9424048e+08,0
332.05804,TRANSFER,332.05804,TRANSFER,5.221772e+06,26425.125,172566.5,1.8506754e+08,1.9052744e+08,0
403.08154,CASH_IN,403.08154,CASH_IN,252641.94,2.3233908e+07,2.2599226e+07,1.30938664e+08,1.3297909e+08,0
298.5062,CASH_IN,298.5062,CASH_IN,355090.3,2.961798e+07,2.9958134e+07,2.6027586e+07,2.5559284e+07,0
302.89713,TRANSFER,302.89713,TRANSFER,3.302074e+06,191999.62,1.0135321e+06,3.2330006e+08,3.5425898e+08,0
303.16617,TRANSFER,303.16617,TRANSFER,2.9868108e+07,510195.28,10675.1875,4.869388e+07,1.55428e+08,0
302.25513,CASH_OUT,302.25513,CASH_OUT,118669.58,178835.94,80112.0,1.3551074e+08,1.9356866e+08,0
303.05725,TRANSFER,303.05725,TRANSFER,3.718873e+07,-2064.9375,34688.938,8.390564e+07,1.2134557e+08,0
397.61224,CASH_IN,397.61224,CASH_IN,1.494294e+06,2.2662754e+07,2.4196652e+07,4.6100745e+06,3.037177e+06,0
283.4443,TRANSFER,283.4443,TRANSFER,1.0735098e+07,34689.125,293.125,2.7560444e+07,3.8374384e+07,0
302.26154,TRANSFER,302.26154,TRANSFER,2.394234e+07,19981.875,4392.9375,2.6136392e+07,9.812e+07,0
