age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26.05784,Private,208481.03,Preschool,1.1552919,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,43356.914,0.44573864,23.761862,Mexico,<=50K
55.121494,Local-gov,175982.33,Masters,13.992796,Married-civ-spouse,Prof-specialty,Wife,White,Female,-20.133442,2265.3147,39.99169,United-States,<=50K
43.998478,State-gov,107368.27,Doctorate,16.008564,Married-civ-spouse,Prof-specialty,Husband,White,Male,4873.7163,-0.6262294,60.048126,United-States,<=50K
51.00486,Private,122945.234,Masters,13.999649,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,4856.99,-0.22397724,39.965862,India,<=50K
45.083576,Private,354755.6,Bachelors,12.984888,Married-civ-spouse,Sales,Husband,White,Male,-29.898579,1999.7533,54.89961,United-States,<=50K
57.10244,Private,264222.97,Prof-school,14.998212,Married-civ-spouse,Prof-specialty,Husband,White,Male,-37.464985,-0.47499195,60.025253,United-States,<=50K
50.106033,Private,233568.16,Masters,13.990694,Married-civ-spouse,Exec-managerial,Wife,White,Female,-26.615864,1485.8529,40.00341,United-States,<=50K
33.192135,Self-emp-inc,238046.95,Doctorate,16.011038,Married-civ-spouse,Prof-specialty,Husband,White,Male,-13.783832,-0.4799129,60.082596,United-States,<=50K
54.97442,Self-emp-inc,221750.47,Masters,13.981802,Married-civ-spouse,Exec-managerial,Husband,White,Male,-48.7289,-0.23256794,60.016075,United-States,<=50K
28.207445,Local-gov,249896.4,Masters,13.990743,Married-civ-spouse,Prof-specialty,Wife,White,Female,-6.5213804,1888.7639,54.82298,United-States,<=50K
51.102245,Private,161219.31,Doctorate,16.014868,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-1.7137632,0.4823521,98.249596,South,<=50K
49.16279,Private,189038.58,Masters,13.991288,Married-civ-spouse,Prof-specialty,Husband,White,Male,-31.79189,-0.46646228,59.971046,United-States,<=50K
47.135815,Private,192502.97,Doctorate,16.014347,Married-civ-spouse,Sales,Husband,White,Male,-8.802386,-0.60760605,60.080776,United-States,<=50K
48.177853,Private,246819.64,Bachelors,12.993236,Married-civ-spouse,Exec-managerial,Husband,White,Male,4906.5225,-0.5748836,45.037384,United-States,<=50K
49.182144,Private,99825.52,Prof-school,15.008329,Married-civ-spouse,Prof-specialty,Husband,White,Male,-27.292622,-0.29166523,45.047768,United-States,<=50K
56.10754,Private,159822.34,Masters,13.990595,Married-civ-spouse,Prof-specialty,Husband,White,Male,-35.754047,-0.43971363,59.963852,United-States,<=50K
43.008247,Private,159197.4,Masters,14.012621,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,35.3502,-0.51004136,50.08652,South,<=50K
44.059834,Self-emp-not-inc,177420.86,Prof-school,14.997975,Married-civ-spouse,Prof-specialty,Husband,White,Male,-35.13637,-0.3399059,60.0326,United-States,<=50K
52.025093,Self-emp-inc,390377.1,Bachelors,12.989382,Married-civ-spouse,Exec-managerial,Husband,White,Male,-32.403706,-0.40876117,60.04629,United-States,<=50K
50.118137,Self-emp-not-inc,176952.6,Doctorate,16.016232,Married-civ-spouse,Prof-specialty,Husband,White,Male,3770.5208,-0.07666889,40.010433,United-States,<=50K
