type,type,type,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
279.1942,TRANSFER,279.1942,TRANSFER,9.1703384e+07,-265040.2,-3.274072e+06,1.2644888e+07,1.1988458e+08,0
288.40442,TRANSFER,288.40442,TRANSFER,5.607333e+07,-101559.31,-1.9724839e+06,7.494771e+06,7.324166e+07,0
290.8842,TRANSFER,290.8842,TRANSFER,4.674651e+07,-58154.562,-1.6291896e+06,6.1563375e+06,6.1049748e+07,0
287.18756,TRANSFER,287.18756,TRANSFER,6.022075e+07,-120162.56,-2.124453e+06,8.0933165e+06,7.867143e+07,0
265.69748,TRANSFER,265.69748,TRANSFER,6.5940316e+07,-1.7675615e+06,-748782.6,7.4574216e+07,1.5060648e+08,0
258.5682,TRANSFER,258.5682,TRANSFER,7.329217e+07,-2.0305355e+06,-728048.5,8.723936e+07,1.7161547e+08,0
268.26733,TRANSFER,268.26733,TRANSFER,6.3119376e+07,-1.7002468e+06,-677873.0,7.277332e+07,1.4556526e+08,0
270.55344,TRANSFER,270.55344,TRANSFER,5.8812572e+07,-1.5599632e+06,-661456.75,6.664183e+07,1.3452294e+08,0
267.0938,TRANSFER,267.0938,TRANSFER,6.2613676e+07,-1.6920698e+06,-646421.75,7.3056424e+07,1.4524562e+08,0
270.91086,TRANSFER,270.91086,TRANSFER,5.945176e+07,-1.5915918e+06,-635951.6,6.859603e+07,1.3720038e+08,0
271.90656,TRANSFER,271.90656,TRANSFER,5.650614e+07,-1.5001242e+06,-616071.75,6.464927e+07,1.2987415e+08,0
262.58142,TRANSFER,262.58142,TRANSFER,6.7012028e+07,-1.8438255e+06,-658198.0,7.99764e+07,1.571728e+08,0
273.80334,TRANSFER,273.80334,TRANSFER,5.3085388e+07,-1.379162e+06,-597599.75,5.963548e+07,1.2095796e+08,0
272.8162,TRANSFER,272.8162,TRANSFER,5.4882108e+07,-1.450534e+06,-602401.4,6.2607212e+07,1.2597514e+08,0
265.805,TRANSFER,265.805,TRANSFER,6.431789e+07,-1.749795e+06,-650137.6,7.6437096e+07,1.5061803e+08,0
275.30716,TRANSFER,275.30716,TRANSFER,5.1306056e+07,-1.3319455e+06,-573866.0,5.7870936e+07,1.17163576e+08,0
274.3137,TRANSFER,274.3137,TRANSFER,5.296324e+07,-1.3982012e+06,-564682.25,6.0922012e+07,1.2208868e+08,0
271.45218,TRANSFER,271.45218,TRANSFER,5.560367e+07,-1.482204e+06,-570891.6,6.4799176e+07,1.2897048e+08,0
275.27423,TRANSFER,275.27423,TRANSFER,5.103317e+07,-1.338521e+06,-551070.4,5.839916e+07,1.1735843e+08,0
269.67493,TRANSFER,269.67493,TRANSFER,5.689895e+07,-1.53291e+06,-563287.1,6.739947e+07,1.3304181e+08,0
278.09003,TRANSFER,278.09003,TRANSFER,4.6877064e+07,-1.2097438e+06,-513979.88,5.316434e+07,1.0737052e+08,0
277.90912,TRANSFER,277.90912,TRANSFER,4.734754e+07,-1.2266795e+06,-517280.5,5.3899536e+07,1.0865184e+08,0
279.07104,TRANSFER,279.07104,TRANSFER,4.600535e+07,-1.1745562e+06,-509167.12,5.182922e+07,1.050527e+08,0
277.32422,TRANSFER,277.32422,TRANSFER,4.871424e+07,-1.2715388e+06,-518837.38,5.5982456e+07,1.1229769e+08,0
279.64407,TRANSFER,279.64407,TRANSFER,4.5039144e+07,-1.1478628e+06,-495520.38,5.0786524e+07,1.02895336e+08,0
272.5743,TRANSFER,272.5743,TRANSFER,5.1461268e+07,-1.3692305e+06,-504269.25,6.0907516e+07,1.2031899e+08,0
273.22525,TRANSFER,273.22525,TRANSFER,5.097301e+07,-1.3546192e+06,-500007.0,6.0345016e+07,1.19205736e+08,0
280.9353,TRANSFER,280.9353,TRANSFER,4.345767e+07,-1.1114845e+06,-470374.88,4.9466316e+07,9.976655e+07,0
275.29288,TRANSFER,275.29288,TRANSFER,4.781265e+07,-1.2545815e+06,-473781.25,5.61579e+07,1.1140182e+08,0
283.07068,TRANSFER,283.07068,TRANSFER,4.086443e+07,-1.0197938e+06,-447140.12,4.5894316e+07,9.323335e+07,0
274.88065,TRANSFER,274.88065,TRANSFER,4.8671436e+07,-1.283994e+06,-478194.0,5.749557e+07,1.1372747e+08,0
283.50854,TRANSFER,283.50854,TRANSFER,4.0142484e+07,-994275.94,-439649.88,4.4882596e+07,9.138959e+07,0
283.55106,TRANSFER,283.55106,TRANSFER,4.009139e+07,-994568.56,-438172.38,4.4900936e+07,9.134946e+07,0
283.84805,TRANSFER,283.84805,TRANSFER,3.9907748e+07,-995543.56,-433586.75,4.498627e+07,9.123155e+07,0
279.75534,TRANSFER,279.75534,TRANSFER,4.327311e+07,-1.1122328e+06,-440012.25,5.016976e+07,1.0023677e+08,0
284.10635,TRANSFER,284.10635,TRANSFER,3.921257e+07,-976148.56,-423125.62,4.420415e+07,8.964007e+07,0
283.30258,TRANSFER,283.30258,TRANSFER,4.0193588e+07,-1.0157753e+06,-426818.5,4.5827124e+07,9.2381096e+07,0
285.62115,TRANSFER,285.62115,TRANSFER,3.747997e+07,-912438.06,-408523.5,4.1744504e+07,8.5205976e+07,0
284.02362,TRANSFER,284.02362,TRANSFER,3.9223184e+07,-986568.2,-416501.62,4.4664896e+07,9.0107464e+07,0
