type,type,type,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
249.9238,CASH_IN,249.9238,CASH_IN,262862.38,4.702089e+06,4.959151e+06,1.2554081e+06,1.0723562e+06,0
358.69427,CASH_OUT,358.69427,CASH_OUT,70278.06,51341.438,42298.5,182869.81,248967.44,0
330.633,PAYMENT,330.633,PAYMENT,23430.75,55580.125,49779.625,703.625,9126.75,0
41.107025,CASH_IN,41.107025,CASH_IN,142821.5,324377.0,438078.6,2.574167e+06,2.5357855e+06,0
30.505219,PAYMENT,30.505219,PAYMENT,12221.6875,84157.0,68001.25,-24119.125,-20511.75,0
181.3615,CASH_OUT,181.3615,CASH_OUT,166241.25,52201.688,30845.688,1.9222662e+06,2.071901e+06,0
263.4739,CASH_IN,263.4739,CASH_IN,94460.734,107033.75,195822.19,185244.38,140344.75,0
131.82027,TRANSFER,131.82027,TRANSFER,166060.66,77389.5,41185.375,298292.12,473169.56,0
653.09717,PAYMENT,653.09717,PAYMENT,-2520.5312,68129.625,45015.0,-48420.625,-38269.0,0
32.13745,CASH_OUT,32.13745,CASH_OUT,125221.6,64410.562,42371.875,1.7423915e+06,1.905196e+06,0
292.40802,CASH_IN,292.40802,CASH_IN,174928.02,2.6731396e+07,2.6878756e+07,629196.3,308698.8,0
309.95493,TRANSFER,309.95493,TRANSFER,1.7758814e+06,-3036.625,4635.9375,1.86863e+06,3.5688068e+06,0
280.6453,CASH_IN,280.6453,CASH_IN,130701.11,7.7251615e+06,7.8242045e+06,888700.9,728875.0,0
160.50009,PAYMENT,160.50009,PAYMENT,18057.61,67737.69,60108.062,-5690.0,-14987.375,0
304.57184,TRANSFER,304.57184,TRANSFER,2.0371234e+07,117678.25,-16159.0625,3.4325524e+07,5.7727624e+07,0
334.49805,CASH_OUT,334.49805,CASH_OUT,182148.6,56250.312,37304.562,7.1921585e+06,7.3293895e+06,0
32.12039,CASH_OUT,32.12039,CASH_OUT,76481.89,36661.875,16270.375,184697.5,262631.12,0
203.95831,CASH_OUT,203.95831,CASH_OUT,240152.83,46224.688,12377.6875,230424.12,455081.12,0
