type,type,type,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
240.23564,CASH_IN,240.23564,CASH_IN,176422.36,28801.562,138068.25,351604.8,271479.8,0
318.09317,PAYMENT,318.09317,PAYMENT,18112.844,19371.688,11503.9375,23729.125,-4086.5,0
245.44144,CASH_IN,245.44144,CASH_IN,158381.17,6.508875e+06,6.656974e+06,765846.56,605652.6,0
238.54028,TRANSFER,238.54028,TRANSFER,447257.72,24470.375,9336.1875,4.489728e+06,4.9217805e+06,0
316.74316,CASH_OUT,316.74316,CASH_OUT,201494.83,23274.438,6374.125,2.111339e+06,2.3149552e+06,0
373.443,TRANSFER,373.443,TRANSFER,247580.12,24149.5,8611.9375,687795.1,938988.9,0
287.7123,CASH_OUT,287.7123,CASH_OUT,328589.62,31245.75,18686.375,2.8288878e+07,2.7718344e+07,0
117.73489,CASH_OUT,117.73489,CASH_OUT,171240.03,25612.625,3910.3125,386942.38,573518.6,0
320.7361,PAYMENT,320.7361,PAYMENT,17005.406,190990.75,188183.25,24482.25,-3001.375,0
257.32874,CASH_OUT,257.32874,CASH_OUT,223696.25,29340.312,12864.625,1.2068048e+07,1.215477e+07,0
587.87036,CASH_OUT,587.87036,CASH_OUT,162370.28,25186.625,10062.3125,598524.1,762294.8,0
119.50449,PAYMENT,119.50449,PAYMENT,14867.922,21095.625,11054.0625,22425.75,-3157.5,0
297.9767,TRANSFER,297.9767,TRANSFER,3.2226232e+07,9963.9375,19240.312,6.5615344e+07,9.9625736e+07,0
265.12912,TRANSFER,265.12912,TRANSFER,1.8593516e+06,27859.75,8369.4375,6.2778375e+06,8.161775e+06,0
246.1368,CASH_IN,246.1368,CASH_IN,167076.02,909489.94,1.0533225e+06,760972.8,606239.6,0
246.20609,CASH_IN,246.20609,CASH_IN,189680.28,4.1152965e+06,4.4901775e+06,3.87384e+06,3.733756e+06,0
586.1861,PAYMENT,586.1861,PAYMENT,20082.328,20543.0,16772.688,38555.5,5009.5,0
106.75,PAYMENT,106.75,PAYMENT,15217.3125,285316.44,276018.38,23802.0,-1991.25,0
254.8744,CASH_OUT,254.8744,CASH_OUT,191454.77,26348.625,9602.6875,5.658161e+06,5.918167e+06,0
224.85977,CASH_IN,224.85977,CASH_IN,158616.66,1.8905528e+07,1.916479e+07,1.2567425e+06,1.1178859e+06,0
134.6939,TRANSFER,134.6939,TRANSFER,289244.34,25559.062,6265.5,701216.2,1.0113785e+06,0
259.0033,CASH_IN,259.0033,CASH_IN,189421.3,5.4738865e+06,5.931183e+06,1.0611109e+07,1.0179848e+07,0
106.9926,CASH_OUT,106.9926,CASH_OUT,211430.8,24912.188,5461.625,2.4715495e+06,2.7774725e+06,0
241.36848,TRANSFER,241.36848,TRANSFER,1.2319632e+06,28283.938,5733.375,1.1158714e+06,2.3959775e+06,0
316.0229,TRANSFER,316.0229,TRANSFER,1.0742374e+07,33910.875,4283.9375,1.8667994e+07,3.5458084e+07,0
246.41864,CASH_IN,246.41864,CASH_IN,176740.69,33010.812,159560.38,4.116425e+06,3.937096e+06,0
317.61484,CASH_OUT,317.61484,CASH_OUT,161363.12,24473.875,5485.125,337688.56,499175.0,0
334.62,TRANSFER,334.62,TRANSFER,5.254224e+06,32172.438,5816.5,4.0293395e+06,1.0010546e+07,0
377.8051,CASH_OUT,377.8051,CASH_OUT,549557.25,31524.75,33978.438,1.0159322e+08,9.997515e+07,0
218.29388,CASH_OUT,218.29388,CASH_OUT,142553.67,304309.62,200412.94,591028.9,746901.25,0
351.473,TRANSFER,351.473,TRANSFER,125966.305,42800.562,6864.1875,24153.625,-3069.5,1
159.18123,TRANSFER,159.18123,TRANSFER,3.7368865e+06,3.705762e+06,-5275.5625,23355.625,-1089.75,1
463.31012,CASH_OUT,463.31012,CASH_OUT,102564.55,39119.875,6707.4375,451228.0,559227.7,1
537.83997,CASH_OUT,537.83997,CASH_OUT,1.1370798e+06,1.0577592e+06,5761.25,460370.88,1.6231089e+06,1
420.94904,CASH_OUT,420.94904,CASH_OUT,9.644479e+06,9.699325e+06,9982.0,417426.0,9.999286e+06,1
401.4555,CASH_OUT,401.4555,CASH_OUT,1.6607635e+06,1.5722912e+06,9118.4375,7.597056e+06,9.181452e+06,1
120.6374,TRANSFER,120.6374,TRANSFER,545092.0,416319.03,4383.75,24986.625,11157.125,1
569.3301,TRANSFER,569.3301,TRANSFER,1.4783788e+06,1.4030022e+06,4946.25,28003.25,-3208.625,1
559.0113,TRANSFER,559.0113,TRANSFER,9.945683e+06,4.1197172e+07,3.1568386e+07,24087.875,-3864.375,1
268.874,CASH_OUT,268.874,CASH_OUT,128099.516,44983.125,4786.9375,418835.94,550756.7,1
242.34566,CASH_OUT,242.34566,CASH_OUT,3.7699215e+06,3.7435255e+06,30.6875,700875.06,4.358231e+06,1
445.9652,TRANSFER,445.9652,TRANSFER,9.921297e+06,1.6618008e+07,6.87485e+06,15737.375,-2031.75,1
110.51828,TRANSFER,110.51828,TRANSFER,92502.14,36865.188,5018.3125,27803.75,9000.75,1
386.0016,TRANSFER,386.0016,TRANSFER,7.249118e+06,7.3196645e+06,-7459.3125,21278.625,-2403.375,1
532.3593,CASH_OUT,532.3593,CASH_OUT,528884.6,520866.94,429729.1,2.3686875e+08,2.3797787e+08,1
625.06836,TRANSFER,625.06836,TRANSFER,470464.62,350183.5,9657.8125,28403.625,-4844.0,1
396.18008,CASH_OUT,396.18008,CASH_OUT,240186.6,113045.375,10149.9375,6.413834e+06,6.687374e+06,1
189.96872,TRANSFER,189.96872,TRANSFER,1.7469914e+06,1.6456551e+06,397.375,29650.25,17041.875,1
561.3067,CASH_OUT,561.3067,CASH_OUT,443472.8,342760.2,7839.875,392670.0,844625.5,1
173.32054,CASH_OUT,173.32054,CASH_OUT,559050.9,445764.25,3747.75,461505.2,1.0664728e+06,1
655.25586,CASH_OUT,655.25586,CASH_OUT,93013.71,35410.5,9473.4375,406846.5,500013.44,1
172.20065,CASH_OUT,172.20065,CASH_OUT,1.7977192e+06,1.7835358e+06,1136.125,605065.75,2.438428e+06,1
75.54288,CASH_OUT,75.54288,CASH_OUT,97707.69,37959.125,3537.4375,402787.38,534652.2,1
525.853,TRANSFER,525.853,TRANSFER,3.4465675e+06,3.4335362e+06,-188.1875,26681.5,-2289.25,1
411.76035,CASH_OUT,411.76035,CASH_OUT,774669.75,390637.84,11613.6875,2.695539e+07,2.67e+07,1
614.85065,TRANSFER,614.85065,TRANSFER,93808.23,34150.062,10052.25,26623.75,-4990.0,1
386.2068,CASH_OUT,386.2068,CASH_OUT,6.3107155e+06,6.41056e+06,2525.9375,529237.9,6.9839995e+06,1
412.05316,CASH_OUT,412.05316,CASH_OUT,7.8957985e+06,7.9847415e+06,18428.0,1.0656556e+07,1.8586532e+07,1
564.3236,CASH_OUT,564.3236,CASH_OUT,2.65624e+06,2.6853092e+06,3145.4375,475530.7,3.140123e+06,1
377.12634,TRANSFER,377.12634,TRANSFER,628836.4,522164.34,5985.3125,26291.25,-3016.75,1
