model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,11.416,0.038,0.83,0.793,0.885,0.878,0.883,9e-06,original,10,0,,,,
rf,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,16.533,0.345,0.782,0.686,0.8,0.773,0.858,1.9e-05,original,10,0,,,,
svc,random,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,6.347,0.002,0.71,0.648,0.785,0.759,0.794,4e-06,original,10,0,,,,
logreg,random,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,4.663,0.007,0.775,0.724,0.84,0.826,0.851,0.0,original,10,0,,,,
mlp,random,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,7.205,0.035,0.733,0.667,0.797,0.773,0.812,2.5e-05,original,10,0,,,,
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.102,0.045,0.802,0.803,0.897,0.897,0.849,1.1e-05,original,10,1,,,,
rf,random,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,12.946,0.202,0.741,0.705,0.833,0.822,0.836,1.9e-05,original,10,1,,,,
svc,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,6.38,0.002,0.769,0.724,0.842,0.83,0.848,2e-06,original,10,1,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,5.391,0.006,0.779,0.743,0.856,0.847,0.861,1e-06,original,10,1,,,,
mlp,random,0.6,0.587,0.587,0.6,0.3,0.293,0.293,0.3,6.806,0.046,0.754,0.658,0.778,0.747,0.822,8.8e-05,original,10,1,,,,
xgb,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.754,0.031,0.833,0.789,0.881,0.873,0.85,1.8e-05,original,10,2,,,,
rf,random,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,15.167,0.259,0.77,0.618,0.724,0.68,0.859,1.7e-05,original,10,2,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.05,0.002,0.792,0.739,0.849,0.836,0.866,2e-06,original,10,2,,,,
logreg,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.343,0.177,0.782,0.709,0.824,0.805,0.858,1e-06,original,10,2,,,,
mlp,random,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,5.877,0.059,0.759,0.656,0.774,0.741,0.841,7.3e-05,original,10,2,,,,
xgb,random,0.6,0.587,0.587,0.6,0.3,0.293,0.293,0.3,6.595,0.015,0.73,0.582,0.69,0.641,0.807,1.9e-05,original,10,3,,,,
rf,random,0.5,0.427,0.427,0.5,0.274,0.278,0.278,0.274,14.533,0.334,0.662,0.524,0.634,0.577,0.723,2.3e-05,original,10,3,,,,
svc,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.774,0.002,0.709,0.634,0.768,0.736,0.779,5e-06,original,10,3,,,,
logreg,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.775,0.007,0.734,0.643,0.768,0.735,0.803,0.0,original,10,3,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.432,1.467,0.716,0.604,0.726,0.683,0.784,5.1e-05,original,10,3,,,,
xgb,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,5.054,0.025,0.655,0.61,0.764,0.738,0.751,1.5e-05,original,10,4,,,,
rf,random,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,16.338,0.551,0.625,0.608,0.78,0.767,0.722,2.6e-05,original,10,4,,,,
svc,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,6.817,0.002,0.617,0.42,0.485,0.436,0.321,5e-06,original,10,4,,,,
logreg,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,3.943,0.006,0.694,0.659,0.804,0.789,0.766,0.0,original,10,4,,,,
mlp,random,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,5.341,0.024,0.714,0.637,0.769,0.737,0.774,3.8e-05,original,10,4,,,,
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,4.46,0.039,0.755,0.679,0.802,0.778,0.824,2.3e-05,original,10,5,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,15.715,0.514,0.753,0.661,0.783,0.753,0.843,3.6e-05,original,10,5,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.714,0.001,0.761,0.626,0.736,0.694,0.49,5e-06,original,10,5,,,,
logreg,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.767,0.006,0.716,0.633,0.763,0.73,0.796,0.0,original,10,5,,,,
mlp,random,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,6.496,0.032,0.731,0.591,0.702,0.654,0.821,7.1e-05,original,10,5,,,,
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.154,0.037,0.835,0.792,0.883,0.876,0.873,2e-05,original,10,6,,,,
rf,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,15.869,0.391,0.773,0.685,0.802,0.776,0.846,2.4e-05,original,10,6,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.23,0.001,0.76,0.667,0.787,0.758,0.824,3e-06,original,10,6,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.291,0.005,0.779,0.691,0.807,0.782,0.845,0.0,original,10,6,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.098,0.034,0.744,0.64,0.761,0.726,0.804,3.9e-05,original,10,6,,,,
xgb,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,4.614,0.046,0.799,0.8,0.895,0.895,0.8,1.3e-05,original,10,7,,,,
rf,random,0.5,0.44,0.44,0.5,0.224,0.244,0.244,0.224,14.059,0.277,0.68,0.549,0.664,0.611,0.779,1.8e-05,original,10,7,,,,
svc,random,0.7,0.633,0.633,0.7,0.245,0.306,0.306,0.245,4.42,0.002,0.639,0.432,0.497,0.448,0.39,5e-06,original,10,7,,,,
logreg,random,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,6.789,0.008,0.795,0.715,0.826,0.805,0.846,0.0,original,10,7,,,,
mlp,random,0.5,0.493,0.493,0.5,0.274,0.268,0.268,0.274,6.6,1.179,0.655,0.549,0.675,0.623,0.721,4.4e-05,original,10,7,,,,
xgb,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,4.411,0.078,0.762,0.752,0.868,0.865,0.826,1.9e-05,original,10,8,,,,
rf,random,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,19.521,0.438,0.746,0.709,0.835,0.823,0.814,4.9e-05,original,10,8,,,,
svc,random,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,5.082,0.002,0.686,0.732,0.875,0.891,0.176,3e-06,original,10,8,,,,
logreg,random,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,6.895,0.007,0.767,0.752,0.867,0.863,0.852,0.0,original,10,8,,,,
mlp,random,0.5,0.487,0.487,0.5,0.158,0.169,0.169,0.158,6.593,0.031,0.715,0.663,0.799,0.779,0.771,8.3e-05,original,10,8,,,,
xgb,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.99,0.047,0.761,0.749,0.866,0.863,0.876,2e-06,original,10,9,,,,
rf,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,13.84,0.447,0.716,0.663,0.798,0.777,0.82,3.3e-05,original,10,9,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.805,0.001,0.673,0.678,0.834,0.837,0.5,4e-06,original,10,9,,,,
logreg,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,3.698,0.006,0.734,0.704,0.835,0.825,0.844,0.0,original,10,9,,,,
mlp,random,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,5.291,1.676,0.731,0.645,0.772,0.74,0.823,4e-05,original,10,9,,,,
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,3.231,0.321,0.832,0.793,0.885,0.878,0.855,1.9e-05,original,10,10,,,,
rf,random,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,17.698,0.437,0.784,0.75,0.86,0.852,0.877,2.4e-05,original,10,10,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.211,0.002,0.723,0.656,0.788,0.762,0.787,4e-06,original,10,10,,,,
logreg,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.049,0.007,0.751,0.687,0.812,0.792,0.813,0.0,original,10,10,,,,
mlp,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,7.745,0.035,0.704,0.62,0.753,0.717,0.761,3.4e-05,original,10,10,,,,
xgb,random,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,3.107,0.054,0.772,0.733,0.849,0.839,0.843,1.3e-05,original,10,11,,,,
rf,random,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,14.637,0.372,0.722,0.617,0.741,0.701,0.796,2.4e-05,original,10,11,,,,
svc,random,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,5.085,0.002,0.724,0.606,0.726,0.682,0.805,3e-06,original,10,11,,,,
logreg,random,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,5.628,0.006,0.765,0.657,0.773,0.74,0.834,1e-06,original,10,11,,,,
mlp,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.12,0.867,0.704,0.587,0.708,0.662,0.774,4.2e-05,original,10,11,,,,
xgb,random,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,6.696,0.057,0.672,0.519,0.621,0.564,0.755,1.8e-05,original,10,12,,,,
rf,random,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,11.26,0.135,0.694,0.52,0.614,0.559,0.796,8e-06,original,10,12,,,,
svc,random,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,6.237,0.001,0.776,0.754,0.866,0.861,0.143,4e-06,original,10,12,,,,
logreg,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,2.615,0.007,0.656,0.523,0.634,0.577,0.76,1e-06,original,10,12,,,,
mlp,random,0.5,0.367,0.367,0.5,0.0,0.067,0.067,0.0,7.188,0.029,0.661,0.518,0.625,0.568,0.762,8.5e-05,original,10,12,,,,
xgb,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,6.193,0.037,0.763,0.662,0.779,0.748,0.836,8e-06,original,10,13,,,,
rf,random,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,13.168,0.321,0.708,0.623,0.755,0.719,0.784,3e-05,original,10,13,,,,
svc,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,2.439,0.001,0.718,0.702,0.837,0.831,0.777,5e-06,original,10,13,,,,
logreg,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.2,0.006,0.668,0.545,0.663,0.609,0.741,0.0,original,10,13,,,,
mlp,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,3.895,0.051,0.654,0.55,0.677,0.625,0.711,7.6e-05,original,10,13,,,,
xgb,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,3.128,0.294,0.849,0.795,0.883,0.874,0.873,1.8e-05,original,10,14,,,,
rf,random,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,12.836,0.502,0.744,0.669,0.794,0.769,0.828,1.4e-05,original,10,14,,,,
svc,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,3.738,0.002,0.752,0.674,0.797,0.772,0.835,5e-06,original,10,14,,,,
logreg,random,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,3.981,0.006,0.724,0.693,0.827,0.816,0.832,0.0,original,10,14,,,,
mlp,random,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,7.684,0.053,0.751,0.663,0.786,0.757,0.815,8.4e-05,original,10,14,,,,
xgb,random,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,6.101,0.025,0.597,0.478,0.59,0.529,0.636,2.1e-05,original,10,15,,,,
rf,random,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,14.411,0.172,0.61,0.548,0.7,0.655,0.695,1.1e-05,original,10,15,,,,
svc,random,0.5,0.467,0.467,0.5,0.316,0.337,0.337,0.316,3.765,0.003,0.726,0.595,0.709,0.663,0.191,2e-06,original,10,15,,,,
logreg,random,0.5,0.493,0.493,0.5,0.274,0.268,0.268,0.274,5.121,0.008,0.717,0.627,0.756,0.72,0.799,1e-06,original,10,15,,,,
mlp,random,0.45,0.413,0.413,0.45,0.245,0.261,0.261,0.245,6.552,0.02,0.708,0.625,0.757,0.723,0.766,3.4e-05,original,10,15,,,,
xgb,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,3.084,0.017,0.828,0.788,0.882,0.875,0.835,2.1e-05,original,10,16,,,,
rf,random,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,16.211,0.329,0.775,0.665,0.779,0.747,0.839,1.6e-05,original,10,16,,,,
svc,random,0.6,0.587,0.587,0.6,0.255,0.267,0.267,0.255,6.807,0.002,0.785,0.687,0.801,0.774,0.161,3e-06,original,10,16,,,,
logreg,random,0.5,0.467,0.467,0.5,0.0,0.067,0.067,0.0,5.101,0.004,0.751,0.601,0.708,0.662,0.845,0.0,original,10,16,,,,
mlp,random,0.45,0.407,0.407,0.45,0.1,0.122,0.122,0.1,6.975,0.032,0.692,0.529,0.628,0.573,0.803,8.3e-05,original,10,16,,,,
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.588,0.027,0.755,0.667,0.788,0.76,0.814,9e-06,original,10,17,,,,
rf,random,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,16.748,0.39,0.743,0.656,0.78,0.75,0.81,2.4e-05,original,10,17,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,2.581,0.002,0.769,0.65,0.764,0.728,0.835,3e-06,original,10,17,,,,
logreg,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.703,0.007,0.785,0.67,0.782,0.749,0.843,0.0,original,10,17,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.822,3.35,0.738,0.611,0.726,0.683,0.81,4.9e-05,original,10,17,,,,
xgb,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,8.124,0.557,0.784,0.688,0.802,0.775,0.88,2e-05,original,10,18,,,,
rf,random,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,15.916,0.277,0.75,0.64,0.758,0.722,0.835,1.5e-05,original,10,18,,,,
svc,random,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,6.69,0.002,0.765,0.708,0.828,0.812,0.17,4e-06,original,10,18,,,,
logreg,random,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,7.308,0.008,0.779,0.744,0.856,0.848,0.855,0.0,original,10,18,,,,
mlp,random,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,8.186,0.056,0.768,0.705,0.824,0.806,0.84,7.6e-05,original,10,18,,,,
xgb,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.175,0.025,0.596,0.449,0.544,0.483,0.656,2e-06,original,10,19,,,,
rf,random,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,11.609,0.142,0.681,0.564,0.685,0.635,0.757,1.1e-05,original,10,19,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,6.667,0.002,0.727,0.585,0.695,0.646,0.803,4e-06,original,10,19,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.066,0.007,0.748,0.633,0.751,0.712,0.815,1e-06,original,10,19,,,,
mlp,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,4.624,0.02,0.708,0.592,0.714,0.668,0.769,5e-05,original,10,19,,,,
