model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,14.991,0.034,0.755,0.679,0.802,0.778,0.824,9e-06,original,10,5,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,16.586,0.406,0.74,0.633,0.754,0.716,0.826,2.9e-05,original,10,5,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.225,0.002,0.761,0.626,0.736,0.694,0.291,5e-06,original,10,5,,,,
logreg,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,2.691,0.004,0.716,0.633,0.763,0.73,0.796,0.0,original,10,5,,,,
mlp,random,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,8.115,0.034,0.718,0.585,0.699,0.65,0.81,3.8e-05,original,10,5,,,,
naive_bayes,random,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,5.411,0.002,0.705,0.57,0.683,0.632,0.707,2e-06,original,10,5,,,,
knn,random,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,7.825,0.001,0.72,0.681,0.817,0.802,0.776,0.000115,original,10,5,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.07,0.156,0.809,0.805,0.898,0.897,0.858,1.7e-05,original,10,5,348.8191123008728,0,7.459362573512794e-07,0.0013897418975830078
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,14.953,0.257,0.742,0.687,0.814,0.796,0.827,1.7e-05,original,10,5,348.8191123008728,0,7.459362573512794e-07,0.0013897418975830078
svc,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.367,0.001,0.824,0.782,0.877,0.869,0.901,2e-06,original,10,5,348.8191123008728,0,7.459362573512794e-07,0.0013897418975830078
logreg,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.62,0.005,0.809,0.765,0.867,0.858,0.879,0.0,original,10,5,348.8191123008728,0,7.459362573512794e-07,0.0013897418975830078
mlp,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.1,0.026,0.794,0.739,0.848,0.835,0.88,8.5e-05,original,10,5,348.8191123008728,0,7.459362573512794e-07,0.0013897418975830078
naive_bayes,k-means,0.45,0.427,0.427,0.45,0.187,0.204,0.204,0.187,4.929,0.002,0.632,0.458,0.542,0.486,0.679,2e-06,original,10,5,348.8191123008728,0,7.459362573512794e-07,0.0013897418975830078
knn,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.686,0.001,0.801,0.707,0.817,0.793,0.871,0.000121,original,10,5,348.8191123008728,0,7.459362573512794e-07,0.0013897418975830078
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.423,0.086,0.799,0.8,0.895,0.895,0.861,3e-05,latent,10,5,348.8191123008728,0,7.459362573512794e-07,0.0013897418975830078
