model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.678,0.673,0.672,0.677,0.076,0.079,0.08,0.077,12.598,46.046,0.657,0.583,0.653,0.621,0.72,8e-06,original,0.01,5,,,,
rf,random,0.678,0.675,0.675,0.678,0.078,0.079,0.079,0.078,7.416,0.36,0.682,0.625,0.702,0.676,0.759,1.8e-05,original,0.01,5,,,,
svc,random,0.756,0.753,0.753,0.755,0.06,0.06,0.06,0.059,1.545,0.008,0.675,0.647,0.737,0.721,0.725,1.5e-05,original,0.01,5,,,,
logreg,random,0.73,0.724,0.724,0.728,0.074,0.076,0.077,0.075,2.899,0.119,0.656,0.61,0.694,0.668,0.715,0.0,original,0.01,5,,,,
mlp,random,0.72,0.718,0.718,0.72,0.08,0.081,0.081,0.08,3.839,0.169,0.668,0.612,0.691,0.664,0.721,1.7e-05,original,0.01,5,,,,
naive_bayes,random,0.62,0.572,0.572,0.619,0.041,0.081,0.081,0.041,5.542,0.001,0.622,0.643,0.779,0.809,0.691,2e-06,original,0.01,5,,,,
knn,random,0.687,0.682,0.682,0.686,0.133,0.132,0.132,0.133,3.944,0.001,0.623,0.605,0.71,0.695,0.668,5.3e-05,original,0.01,5,,,,
xgb,k-means,0.729,0.728,0.728,0.729,0.029,0.029,0.029,0.029,4.73,0.115,0.631,0.498,0.534,0.507,0.68,7e-06,original,0.01,5,0,0,0,0.7114109992980957
rf,k-means,0.688,0.686,0.686,0.687,0.053,0.054,0.054,0.053,7.15,0.363,0.654,0.532,0.577,0.546,0.717,1.8e-05,original,0.01,5,0,0,0,0.7114109992980957
svc,k-means,0.652,0.65,0.65,0.652,0.035,0.034,0.033,0.035,1.715,0.008,0.681,0.652,0.74,0.724,0.735,1.5e-05,original,0.01,5,0,0,0,0.7114109992980957
