model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,13.535,0.042,0.716,0.69,0.761,0.75,0.817,4e-06,original,10,5,,,,
rf,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,14.339,0.174,0.768,0.687,0.735,0.715,0.847,5e-06,original,10,5,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,7.218,0.002,0.658,0.628,0.706,0.687,0.401,3e-06,original,10,5,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,7.342,0.008,0.694,0.704,0.79,0.796,0.84,6e-06,original,10,5,,,,
mlp,random,0.8,0.8,0.8,0.8,0.4,0.4,0.4,0.4,8.408,0.994,0.738,0.72,0.789,0.782,0.84,2.3e-05,original,10,5,,,,
naive_bayes,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.092,0.002,0.632,0.608,0.692,0.674,0.697,1e-06,original,10,5,,,,
knn,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,6.63,0.002,0.573,0.576,0.724,0.766,0.76,3e-05,original,10,5,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.756,0.02,0.577,0.581,0.73,0.776,0.614,5e-06,original,10,5,1718.4430692195892,0,5.559068409872681e-07,0.0017011165618896484
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,13.895,0.375,0.762,0.741,0.804,0.797,0.856,1.1e-05,original,10,5,1718.4430692195892,0,5.559068409872681e-07,0.0017011165618896484
svc,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,4.961,0.003,0.766,0.685,0.734,0.713,0.851,4e-06,original,10,5,1718.4430692195892,0,5.559068409872681e-07,0.0017011165618896484
