age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
44.96236,Private,387237.25,Bachelors,13.009216,Divorced,Exec-managerial,Own-child,White,Male,4.4502993,1410.7189,40.02012,United-States,<=50K
36.486298,Private,178222.8,Some-college,10.000249,Married-civ-spouse,Sales,Husband,White,Male,5.545026,-0.32276264,44.65532,United-States,<=50K
22.220802,Private,226364.98,Some-college,10.006867,Never-married,Other-service,Not-in-family,White,Male,50.578228,-0.27952686,39.17074,United-States,<=50K
38.948235,Private,174720.2,HS-grad,8.990174,Never-married,Sales,Unmarried,Black,Female,42.820415,-0.27802387,39.957806,United-States,<=50K
42.03466,Private,181662.56,Bachelors,13.008046,Never-married,Exec-managerial,Not-in-family,White,Female,19.295513,0.0021046132,34.915405,United-States,<=50K
70.95749,Private,77766.016,HS-grad,8.992431,Married-civ-spouse,Craft-repair,Husband,White,Male,-11.536273,-0.048043396,15.065628,United-States,<=50K
20.848984,Private,175882.17,HS-grad,9.013968,Never-married,Handlers-cleaners,Own-child,White,Male,52.746197,-0.2590343,39.843502,United-States,<=50K
24.663261,Private,169501.44,Some-college,10.0033655,Never-married,Adm-clerical,Own-child,Black,Female,50.671734,-0.33618274,39.995926,United-States,<=50K
62.065037,Private,201044.25,HS-grad,8.997887,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-17.18349,0.027541015,47.96092,United-States,<=50K
27.198204,Private,216966.72,HS-grad,9.003138,Married-civ-spouse,Craft-repair,Husband,White,Male,43.254986,-0.53568375,39.86859,United-States,<=50K
22.015461,Private,253761.77,Some-college,10.007002,Never-married,Adm-clerical,Own-child,White,Male,36.912945,-0.18972889,32.670406,United-States,<=50K
45.882477,Private,133238.45,Some-college,10.00866,Divorced,Exec-managerial,Not-in-family,White,Female,32.82603,-0.17573658,39.967804,United-States,<=50K
36.435093,Private,179552.44,11th,6.9797854,Married-civ-spouse,Craft-repair,Husband,White,Male,26.85484,-0.45611683,39.981373,United-States,<=50K
37.81823,Local-gov,117475.66,Bachelors,13.0012455,Married-civ-spouse,Prof-specialty,Husband,White,Male,-5.3927183,-0.33595386,54.744087,United-States,<=50K
39.997913,Private,341719.6,HS-grad,8.9869,Separated,Adm-clerical,Unmarried,White,Female,46.2606,-0.55114853,36.97615,United-States,<=50K
