age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
26.977543,Private,210893.75,Preschool,1.0193714,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,40837.344,0.76145065,24.049015,Mexico,<=50K
18.966112,Private,189622.27,HS-grad,9.027863,Never-married,Other-service,Own-child,White,Female,34145.004,0.7090062,20.079576,United-States,<=50K
55.13158,Local-gov,176693.08,Masters,13.987172,Married-civ-spouse,Prof-specialty,Wife,White,Female,-119.21205,2292.3853,40.0313,United-States,<=50K
44.108536,State-gov,107927.98,Doctorate,15.970584,Married-civ-spouse,Prof-specialty,Husband,White,Male,4954.115,1.1030949,60.157787,United-States,<=50K
45.107407,Private,359132.28,Bachelors,13.00346,Married-civ-spouse,Sales,Husband,White,Male,-110.303604,2025.9512,55.21973,United-States,<=50K
50.13616,Private,234496.45,Masters,13.983021,Married-civ-spouse,Exec-managerial,Wife,White,Female,-112.185684,1502.9822,40.021526,United-States,<=50K
67.28904,Private,73960.96,Some-college,10.031421,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,10471.689,0.58514297,14.97916,United-States,<=50K
48.048565,Private,248842.25,Bachelors,13.00819,Married-civ-spouse,Exec-managerial,Husband,White,Male,4948.864,1.1829747,45.09129,United-States,<=50K
47.126743,Private,193670.17,Doctorate,15.971623,Married-civ-spouse,Sales,Husband,White,Male,-116.66908,1.0618733,60.153027,United-States,<=50K
57.166042,Private,265721.53,Prof-school,14.986361,Married-civ-spouse,Prof-specialty,Husband,White,Male,-115.65175,0.8817586,60.15238,United-States,<=50K
41.08027,Private,253925.6,Prof-school,14.981086,Married-civ-spouse,Sales,Husband,White,Male,-121.55678,1.0528325,50.115227,United-States,<=50K
55.152294,Self-emp-inc,222786.55,Masters,13.985256,Married-civ-spouse,Exec-managerial,Husband,White,Male,-114.14638,1.2623662,60.141132,United-States,<=50K
45.13138,Private,121211.14,Masters,13.989633,Married-civ-spouse,Exec-managerial,Husband,White,Male,4356.047,1.092719,40.029087,United-States,<=50K
