model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time,destillation_time
naive_bayes,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,36.826,0.002,0.799,0.39,0.772,0.631,,0.0,original,10,5,,,,,
logreg,random,0.8,0.733,0.733,0.8,0.245,0.327,0.327,0.245,1.061,0.005,0.779,0.499,0.97,0.944,,0.0,original,10,5,,,,,
knn,random,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,1.237,0.001,0.736,0.512,0.983,0.969,,1e-06,original,10,5,,,,,
xgb,random,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,1.277,0.023,0.814,0.458,0.903,0.824,,0.0,original,10,5,,,,,
rf,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,12.255,0.442,0.885,0.492,0.956,0.918,,6e-06,original,10,5,,,,,
mlp,random,0.7,0.627,0.627,0.7,0.187,0.259,0.259,0.187,1.452,0.028,0.808,0.462,0.91,0.837,,0.0,original,10,5,,,,,
svc,random,0.75,0.68,0.68,0.75,0.224,0.299,0.299,0.224,0.6,0.001,0.699,0.52,0.988,0.979,,1e-06,original,10,5,,,,,
naive_bayes,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.513,0.001,0.78,0.362,0.717,0.561,,0.0,original,10,5,3195.1652002334595,0,5.179054593626678e-07,0.000659942626953125,8.723071098327637
logreg,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,0.683,0.006,0.808,0.451,0.89,0.803,,0.0,original,10,5,3195.1652002334595,0,5.179054593626678e-07,0.000659942626953125,8.723071098327637
knn,k-means,0.7,0.68,0.68,0.7,0.245,0.261,0.261,0.245,0.663,0.001,0.697,0.483,0.952,0.911,,1e-06,original,10,5,3195.1652002334595,0,5.179054593626678e-07,0.000659942626953125,8.723071098327637
