model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,random,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,12.814,0.748,0.716,0.69,0.761,0.75,0.817,6e-06,original,10,5,,,,
rf,random,0.7,0.653,0.653,0.7,0.292,0.333,0.333,0.292,11.401,0.28,0.761,0.7,0.755,0.737,0.844,6e-06,original,10,5,,,,
svc,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,2.959,0.002,0.658,0.628,0.706,0.687,0.293,3e-06,original,10,5,,,,
logreg,random,0.8,0.787,0.787,0.8,0.292,0.311,0.311,0.292,6.218,0.006,0.694,0.704,0.79,0.796,0.84,8e-06,original,10,5,,,,
mlp,random,0.75,0.747,0.747,0.75,0.387,0.387,0.387,0.387,6.324,1.144,0.751,0.724,0.788,0.779,0.84,1.3e-05,original,10,5,,,,
naive_bayes,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,5.818,0.001,0.632,0.608,0.692,0.674,0.697,2e-06,original,10,5,,,,
knn,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,3.03,0.001,0.573,0.576,0.724,0.766,0.76,3e-05,original,10,5,,,,
xgb,k-means,0.75,0.733,0.733,0.75,0.274,0.292,0.292,0.274,7.73,0.065,0.682,0.64,0.709,0.688,0.742,4e-06,original,10,5,0,0,0,0.7575297355651855
rf,k-means,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,13.263,0.365,0.754,0.699,0.756,0.739,0.828,8e-06,original,10,5,0,0,0,0.7575297355651855
svc,k-means,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,2.425,0.001,0.752,0.745,0.812,0.809,0.143,4e-06,original,10,5,0,0,0,0.7575297355651855
logreg,k-means,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,6.472,0.028,0.727,0.699,0.768,0.756,0.814,6e-06,original,10,5,0,0,0,0.7575297355651855
mlp,k-means,0.55,0.467,0.467,0.55,0.187,0.223,0.223,0.187,4.6,0.814,0.78,0.729,0.784,0.77,0.857,1.2e-05,original,10,5,0,0,0,0.7575297355651855
naive_bayes,k-means,0.5,0.44,0.44,0.5,0.224,0.244,0.244,0.224,2.977,0.001,0.683,0.693,0.783,0.79,0.791,1e-06,original,10,5,0,0,0,0.7575297355651855
knn,k-means,0.7,0.653,0.653,0.7,0.1,0.16,0.16,0.1,6.805,0.001,0.758,0.718,0.778,0.765,0.831,2.7e-05,original,10,5,0,0,0,0.7575297355651855
xgb,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.015,0.399,0.775,0.7,0.749,0.73,0.834,4e-06,latent,10,5,0,0,0,0.7575297355651855
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,11.931,0.322,0.807,0.727,0.773,0.756,0.882,1.1e-05,latent,10,5,0,0,0,0.7575297355651855
svc,k-means,0.65,0.573,0.573,0.65,0.122,0.196,0.196,0.122,5.636,0.002,0.794,0.728,0.778,0.762,0.123,5e-06,latent,10,5,0,0,0,0.7575297355651855
logreg,k-means,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,3.317,0.01,0.699,0.669,0.741,0.727,0.786,1e-05,latent,10,5,0,0,0,0.7575297355651855
mlp,k-means,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,7.739,0.048,0.725,0.695,0.763,0.75,0.813,1.3e-05,latent,10,5,0,0,0,0.7575297355651855
naive_bayes,k-means,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,2.371,0.001,0.66,0.679,0.781,0.798,0.756,1e-06,latent,10,5,0,0,0,0.7575297355651855
knn,k-means,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,5.793,0.001,0.781,0.722,0.774,0.758,0.857,1.6e-05,latent,10,5,0,0,0,0.7575297355651855
xgb,k-center,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,6.159,0.308,0.588,0.597,0.732,0.764,0.555,3e-06,original,10,5,0,0,0,0.0013382434844970703
rf,k-center,0.5,0.333,0.333,0.5,0.0,0.0,0.0,0.0,10.946,0.205,0.5,0.193,0.092,0.239,0.5,3e-06,original,10,5,0,0,0,0.0013382434844970703
svc,k-center,0.65,0.547,0.547,0.65,0.2,0.275,0.275,0.2,5.022,0.002,0.51,0.452,0.668,0.765,0.505,2e-06,original,10,5,0,0,0,0.0013382434844970703
logreg,k-center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,5.161,0.013,0.513,0.459,0.672,0.767,0.491,6e-06,original,10,5,0,0,0,0.0013382434844970703
mlp,k-center,0.35,0.333,0.333,0.35,0.339,0.335,0.335,0.339,8.027,1.425,0.458,0.454,0.565,0.537,0.47,1.2e-05,original,10,5,0,0,0,0.0013382434844970703
naive_bayes,k-center,0.65,0.547,0.547,0.65,0.2,0.275,0.275,0.2,5.112,0.001,0.563,0.499,0.555,0.522,0.563,1e-06,original,10,5,0,0,0,0.0013382434844970703
knn,k-center,0.55,0.413,0.413,0.55,0.1,0.16,0.16,0.1,5.267,0.001,0.508,0.449,0.666,0.764,0.466,2.7e-05,original,10,5,0,0,0,0.0013382434844970703
xgb,k-center,0.65,0.6,0.6,0.65,0.255,0.292,0.292,0.255,6.539,0.314,0.467,0.466,0.618,0.626,0.491,5e-06,latent,10,5,0,0,0,0.0013382434844970703
