model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,space,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
xgb,Full-data,0.778,0.798,0.898,0.902,0.008,0.007,0.003,0.003,19.844,0.069,0.769,0.795,0.898,0.903,0.93,8e-06,original,,,,,,
rf,Full-data,0.852,0.788,0.877,0.867,0.01,0.008,0.005,0.006,76.626,2.878,0.857,0.789,0.877,0.866,0.926,4.3e-05,original,,,,,,
svc,Full-data,0.744,0.77,0.885,0.892,0.005,0.006,0.003,0.003,381.479,16.73,0.771,0.795,0.897,0.902,0.885,0.000275,original,,,,,,
logreg,Full-data,0.677,0.717,0.866,0.882,0.006,0.005,0.002,0.002,8.038,3.623,0.702,0.746,0.88,0.894,0.902,1e-06,original,,,,,,
mlp,Full-data,0.764,0.784,0.891,0.895,0.007,0.008,0.004,0.005,65.028,1.98,0.769,0.786,0.891,0.895,0.92,9e-06,original,,,,,,
xgb,random,0.8,0.76,0.76,0.8,0.187,0.244,0.244,0.187,7.539,0.041,0.755,0.679,0.802,0.778,0.824,1.9e-05,original,10,5,,,,
rf,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,16.607,0.36,0.745,0.654,0.777,0.746,0.818,2.3e-05,original,10,5,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.482,0.001,0.761,0.626,0.736,0.694,0.152,5e-06,original,10,5,,,,
logreg,random,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.088,0.007,0.716,0.633,0.763,0.73,0.796,1e-06,original,10,5,,,,
mlp,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,7.024,1.068,0.728,0.589,0.701,0.653,0.814,4e-05,original,10,5,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.107,0.028,0.809,0.805,0.898,0.897,0.862,1.3e-05,original,10,5,,,,
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,15.23,0.277,0.605,0.343,0.361,0.344,0.847,1.7e-05,original,10,5,,,,
svc,k-means,0.6,0.493,0.493,0.6,0.122,0.196,0.196,0.122,3.678,0.002,0.529,0.517,0.795,0.852,0.386,5e-06,original,10,5,,,,
logreg,k-means,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,6.768,0.012,0.807,0.733,0.84,0.822,0.878,1e-06,original,10,5,,,,
mlp,k-means,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,6.217,0.017,0.767,0.738,0.855,0.848,0.867,2.4e-05,original,10,5,,,,
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.296,0.031,0.636,0.481,0.578,0.519,0.762,1.8e-05,original,10,5,,,,
rf,ag,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,15.627,0.26,0.651,0.418,0.469,0.427,0.83,1.6e-05,original,10,5,,,,
svc,ag,0.55,0.413,0.413,0.55,0.1,0.16,0.16,0.1,4.895,0.001,0.513,0.484,0.783,0.848,0.5,5e-06,original,10,5,,,,
logreg,ag,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,6.348,0.012,0.77,0.693,0.812,0.789,0.849,1e-06,original,10,5,,,,
mlp,ag,0.4,0.333,0.333,0.4,0.2,0.207,0.207,0.2,5.319,0.034,0.746,0.682,0.808,0.787,0.83,4.2e-05,original,10,5,,,,
xgb,k_center,0.8,0.793,0.793,0.8,0.187,0.189,0.189,0.187,6.617,0.022,0.807,0.798,0.893,0.891,0.769,5e-06,original,10,5,,,,
rf,k_center,0.55,0.507,0.507,0.55,0.245,0.271,0.271,0.245,14.941,0.106,0.636,0.439,0.508,0.457,0.829,1e-05,original,10,5,,,,
svc,k_center,0.55,0.48,0.48,0.55,0.1,0.147,0.147,0.1,6.546,0.001,0.5,0.135,0.043,0.156,0.507,5e-06,original,10,5,,,,
logreg,k_center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,6.17,0.006,0.496,0.135,0.044,0.155,0.505,1e-06,original,10,5,,,,
mlp,k_center,0.4,0.313,0.313,0.4,0.122,0.111,0.111,0.122,6.683,0.031,0.538,0.324,0.355,0.327,0.614,3.3e-05,original,10,5,,,,
xgb,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,7.262,0.161,0.835,0.792,0.883,0.876,0.873,1.7e-05,original,10,6,,,,
rf,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,15.007,0.138,0.719,0.608,0.73,0.688,0.817,1.1e-05,original,10,6,,,,
svc,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.046,0.001,0.76,0.667,0.787,0.758,0.824,2e-06,original,10,6,,,,
logreg,random,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.714,0.004,0.779,0.691,0.807,0.782,0.845,1e-06,original,10,6,,,,
mlp,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,6.747,0.033,0.748,0.649,0.771,0.737,0.81,3e-05,original,10,6,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.838,0.036,0.827,0.741,0.842,0.824,0.876,1.3e-05,original,10,6,,,,
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,15.749,0.187,0.5,0.134,0.042,0.155,0.873,1.4e-05,original,10,6,,,,
svc,k-means,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,6.789,0.001,0.818,0.745,0.848,0.833,0.882,4e-06,original,10,6,,,,
logreg,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.828,0.011,0.795,0.748,0.856,0.845,0.882,1e-06,original,10,6,,,,
mlp,k-means,0.6,0.573,0.573,0.6,0.3,0.32,0.32,0.3,6.392,0.021,0.755,0.728,0.849,0.842,0.866,3.7e-05,original,10,6,,,,
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.011,0.024,0.812,0.8,0.893,0.891,0.855,2e-06,original,10,6,,,,
rf,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,17.075,0.458,0.629,0.383,0.418,0.387,0.8,3.3e-05,original,10,6,,,,
svc,ag,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,6.053,0.001,0.787,0.745,0.856,0.846,0.868,3e-06,original,10,6,,,,
logreg,ag,0.7,0.693,0.693,0.7,0.187,0.185,0.185,0.187,6.72,0.01,0.792,0.751,0.859,0.85,0.884,1e-06,original,10,6,,,,
mlp,ag,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,6.91,0.053,0.76,0.697,0.819,0.8,0.833,7.3e-05,original,10,6,,,,
xgb,k_center,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,7.001,0.036,0.805,0.79,0.887,0.884,0.747,2e-05,original,10,6,,,,
rf,k_center,0.55,0.513,0.513,0.55,0.1,0.128,0.128,0.1,15.47,0.314,0.522,0.241,0.218,0.242,0.706,2.6e-05,original,10,6,,,,
svc,k_center,0.6,0.527,0.527,0.6,0.122,0.179,0.179,0.122,6.682,0.001,0.5,0.135,0.043,0.156,0.501,3e-06,original,10,6,,,,
logreg,k_center,0.65,0.58,0.58,0.65,0.2,0.256,0.256,0.2,6.152,0.007,0.49,0.134,0.044,0.153,0.475,1e-06,original,10,6,,,,
mlp,k_center,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,6.792,0.035,0.542,0.348,0.395,0.355,0.632,4.3e-05,original,10,6,,,,
xgb,random,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,5.941,0.04,0.799,0.8,0.895,0.895,0.8,1.6e-05,original,10,7,,,,
rf,random,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,16.028,0.361,0.725,0.594,0.709,0.662,0.804,2.9e-05,original,10,7,,,,
svc,random,0.7,0.633,0.633,0.7,0.245,0.306,0.306,0.245,6.002,0.001,0.639,0.432,0.497,0.448,0.391,5e-06,original,10,7,,,,
logreg,random,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,6.028,0.007,0.795,0.715,0.826,0.805,0.846,1e-06,original,10,7,,,,
mlp,random,0.55,0.533,0.533,0.55,0.187,0.197,0.197,0.187,4.795,1.23,0.674,0.558,0.681,0.629,0.721,5.5e-05,original,10,7,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.87,0.022,0.813,0.8,0.893,0.891,0.849,4e-06,original,10,7,,,,
rf,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14.718,0.467,0.524,0.189,0.128,0.199,0.844,2.6e-05,original,10,7,,,,
svc,k-means,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,6.595,0.001,0.56,0.57,0.811,0.852,0.134,5e-06,original,10,7,,,,
logreg,k-means,0.6,0.593,0.593,0.6,0.122,0.114,0.114,0.122,6.176,0.013,0.81,0.738,0.844,0.827,0.868,1e-06,original,10,7,,,,
mlp,k-means,0.45,0.44,0.44,0.45,0.1,0.12,0.12,0.1,5.654,0.018,0.754,0.684,0.808,0.786,0.838,4.3e-05,original,10,7,,,,
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.078,0.024,0.816,0.803,0.894,0.892,0.884,2.1e-05,original,10,7,,,,
rf,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,16.293,0.337,0.683,0.473,0.544,0.493,0.833,2e-05,original,10,7,,,,
svc,ag,0.55,0.48,0.48,0.55,0.1,0.147,0.147,0.1,6.667,0.002,0.795,0.735,0.845,0.83,0.866,3e-06,original,10,7,,,,
logreg,ag,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,6.213,0.01,0.806,0.749,0.854,0.842,0.876,1e-06,original,10,7,,,,
mlp,ag,0.45,0.433,0.433,0.45,0.292,0.292,0.292,0.292,3.602,0.016,0.768,0.719,0.838,0.824,0.853,3.9e-05,original,10,7,,,,
xgb,k_center,0.7,0.66,0.66,0.7,0.187,0.227,0.227,0.187,7.533,0.264,0.822,0.792,0.885,0.88,0.798,1.3e-05,original,10,7,,,,
rf,k_center,0.6,0.52,0.52,0.6,0.255,0.299,0.299,0.255,14.747,0.312,0.475,0.178,0.125,0.185,0.71,2.4e-05,original,10,7,,,,
svc,k_center,0.55,0.5,0.5,0.55,0.187,0.213,0.213,0.187,6.632,0.002,0.5,0.135,0.043,0.156,0.51,3e-06,original,10,7,,,,
logreg,k_center,0.55,0.527,0.527,0.55,0.292,0.31,0.31,0.292,6.979,0.008,0.482,0.135,0.05,0.153,0.414,1e-06,original,10,7,,,,
mlp,k_center,0.35,0.327,0.327,0.35,0.255,0.259,0.259,0.255,7.328,0.016,0.555,0.318,0.338,0.32,0.619,2.5e-05,original,10,7,,,,
xgb,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.799,0.334,0.762,0.752,0.868,0.865,0.826,1.5e-05,original,10,8,,,,
rf,random,0.6,0.547,0.547,0.6,0.2,0.232,0.232,0.2,14.814,0.223,0.687,0.62,0.76,0.728,0.739,1.6e-05,original,10,8,,,,
svc,random,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,6.654,0.002,0.686,0.732,0.875,0.891,0.176,5e-06,original,10,8,,,,
logreg,random,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,6.683,0.006,0.767,0.752,0.867,0.863,0.852,1e-06,original,10,8,,,,
mlp,random,0.6,0.58,0.58,0.6,0.2,0.21,0.21,0.2,6.526,0.032,0.658,0.595,0.742,0.707,0.717,5.4e-05,original,10,8,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.354,0.025,0.811,0.799,0.893,0.891,0.842,2.1e-05,original,10,8,,,,
rf,k-means,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,13.94,0.181,0.569,0.283,0.272,0.283,0.836,1.3e-05,original,10,8,,,,
svc,k-means,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,6.67,0.002,0.811,0.798,0.892,0.89,0.886,4e-06,original,10,8,,,,
logreg,k-means,0.55,0.52,0.52,0.55,0.245,0.261,0.261,0.245,6.106,0.011,0.806,0.745,0.851,0.838,0.884,1e-06,original,10,8,,,,
mlp,k-means,0.4,0.38,0.38,0.4,0.122,0.147,0.147,0.122,6.213,0.054,0.764,0.678,0.797,0.77,0.844,6.7e-05,original,10,8,,,,
xgb,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,3.895,0.036,0.706,0.532,0.626,0.572,0.862,1.4e-05,original,10,8,,,,
rf,ag,0.85,0.847,0.847,0.85,0.2,0.202,0.202,0.2,12.971,0.168,0.689,0.479,0.552,0.5,0.835,1.1e-05,original,10,8,,,,
svc,ag,0.6,0.573,0.573,0.6,0.3,0.32,0.32,0.3,6.555,0.001,0.792,0.753,0.861,0.852,0.868,3e-06,original,10,8,,,,
logreg,ag,0.65,0.613,0.613,0.65,0.374,0.392,0.392,0.374,4.617,0.006,0.782,0.789,0.891,0.892,0.891,1e-06,original,10,8,,,,
mlp,ag,0.5,0.46,0.46,0.5,0.274,0.275,0.275,0.274,7.23,0.05,0.765,0.688,0.808,0.784,0.84,7.6e-05,original,10,8,,,,
xgb,k_center,0.85,0.813,0.813,0.85,0.2,0.261,0.261,0.2,6.845,0.05,0.502,0.326,0.373,0.333,0.636,1.9e-05,original,10,8,,,,
rf,k_center,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,11.913,0.223,0.477,0.174,0.117,0.182,0.647,1.5e-05,original,10,8,,,,
svc,k_center,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,6.757,0.002,0.5,0.135,0.043,0.156,0.494,5e-06,original,10,8,,,,
logreg,k_center,0.5,0.473,0.473,0.5,0.224,0.239,0.239,0.224,5.894,0.046,0.483,0.263,0.271,0.264,0.492,1e-06,original,10,8,,,,
mlp,k_center,0.25,0.227,0.227,0.25,0.274,0.269,0.269,0.274,6.981,0.737,0.57,0.345,0.378,0.349,0.66,5.5e-05,original,10,8,,,,
xgb,random,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.229,0.038,0.761,0.749,0.866,0.863,0.876,1.6e-05,original,10,9,,,,
rf,random,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,14.807,0.145,0.738,0.699,0.827,0.814,0.837,1.3e-05,original,10,9,,,,
svc,random,0.75,0.733,0.733,0.75,0.0,0.0,0.0,0.0,6.587,0.001,0.673,0.678,0.834,0.837,0.5,5e-06,original,10,9,,,,
logreg,random,0.8,0.787,0.787,0.8,0.1,0.107,0.107,0.1,6.747,0.007,0.734,0.704,0.835,0.825,0.844,1e-06,original,10,9,,,,
mlp,random,0.7,0.687,0.687,0.7,0.1,0.093,0.093,0.1,5.18,0.019,0.749,0.68,0.805,0.782,0.829,3.1e-05,original,10,9,,,,
xgb,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,6.734,0.032,0.809,0.805,0.898,0.897,0.858,1.4e-05,original,10,9,,,,
rf,k-means,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,15.72,0.102,0.5,0.134,0.042,0.155,0.882,9e-06,original,10,9,,,,
svc,k-means,0.55,0.413,0.413,0.55,0.1,0.16,0.16,0.1,3.768,0.002,0.518,0.494,0.787,0.85,0.102,5e-06,original,10,9,,,,
logreg,k-means,0.65,0.633,0.633,0.65,0.255,0.268,0.268,0.255,7.034,0.01,0.801,0.746,0.853,0.841,0.88,1e-06,original,10,9,,,,
mlp,k-means,0.45,0.433,0.433,0.45,0.292,0.292,0.292,0.292,7.545,0.052,0.753,0.7,0.824,0.807,0.838,7.4e-05,original,10,9,,,,
xgb,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,4.161,0.038,0.811,0.801,0.894,0.893,0.88,2e-05,original,10,9,,,,
rf,ag,0.9,0.9,0.9,0.9,0.2,0.2,0.2,0.2,14.101,0.318,0.718,0.53,0.62,0.566,0.845,1.9e-05,original,10,9,,,,
svc,ag,0.55,0.447,0.447,0.55,0.1,0.157,0.157,0.1,6.823,0.002,0.513,0.484,0.783,0.848,0.103,5e-06,original,10,9,,,,
logreg,ag,0.65,0.647,0.647,0.65,0.2,0.198,0.198,0.2,6.162,0.022,0.804,0.749,0.855,0.843,0.877,1e-06,original,10,9,,,,
mlp,ag,0.45,0.433,0.433,0.45,0.292,0.292,0.292,0.292,6.158,0.058,0.771,0.7,0.818,0.798,0.844,7.3e-05,original,10,9,,,,
xgb,k_center,0.75,0.74,0.74,0.75,0.158,0.158,0.158,0.158,7.022,0.027,0.465,0.226,0.212,0.226,0.657,2e-06,original,10,9,,,,
rf,k_center,0.75,0.713,0.713,0.75,0.224,0.266,0.266,0.224,12.992,0.247,0.479,0.159,0.091,0.17,0.684,1.5e-05,original,10,9,,,,
svc,k_center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,6.764,0.002,0.5,0.135,0.043,0.156,0.494,5e-06,original,10,9,,,,
logreg,k_center,0.65,0.607,0.607,0.65,0.122,0.164,0.164,0.122,6.815,0.009,0.493,0.134,0.044,0.154,0.477,1e-06,original,10,9,,,,
mlp,k_center,0.5,0.453,0.453,0.5,0.158,0.18,0.18,0.158,5.032,0.24,0.507,0.276,0.283,0.276,0.61,4.5e-05,original,10,9,,,,
xgb,random,0.85,0.845,0.845,0.85,0.05,0.056,0.056,0.05,7.109,0.019,0.715,0.651,0.786,0.76,0.818,1.8e-05,original,20,5,,,,
rf,random,0.775,0.768,0.768,0.775,0.05,0.053,0.053,0.05,15.992,0.411,0.761,0.658,0.776,0.744,0.844,2.8e-05,original,20,5,,,,
svc,random,0.8,0.787,0.787,0.8,0.1,0.121,0.121,0.1,2.373,0.003,0.787,0.73,0.842,0.828,0.871,7e-06,original,20,5,,,,
logreg,random,0.775,0.77,0.77,0.775,0.094,0.096,0.096,0.094,5.048,0.007,0.767,0.677,0.795,0.768,0.857,1e-06,original,20,5,,,,
mlp,random,0.75,0.738,0.738,0.75,0.079,0.081,0.081,0.079,7.092,1.799,0.749,0.63,0.746,0.706,0.81,4.7e-05,original,20,5,,,,
xgb,k-means,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.272,0.038,0.738,0.551,0.643,0.59,0.891,1.7e-05,original,20,5,,,,
rf,k-means,0.95,0.95,0.95,0.95,0.1,0.1,0.1,0.1,13.965,0.177,0.502,0.139,0.05,0.159,0.886,1.3e-05,original,20,5,,,,
svc,k-means,0.675,0.666,0.666,0.675,0.203,0.211,0.211,0.203,6.607,0.002,0.776,0.717,0.833,0.817,0.875,7e-06,original,20,5,,,,
logreg,k-means,0.725,0.705,0.705,0.725,0.146,0.164,0.164,0.146,6.898,0.012,0.623,0.554,0.701,0.655,0.68,0.0,original,20,5,,,,
mlp,k-means,0.65,0.635,0.635,0.65,0.146,0.159,0.159,0.146,6.846,0.038,0.734,0.696,0.826,0.813,0.836,4.9e-05,original,20,5,,,,
xgb,ag,0.925,0.925,0.925,0.925,0.1,0.1,0.1,0.1,4.082,0.034,0.819,0.8,0.892,0.889,0.887,1.7e-05,original,20,5,,,,
rf,ag,0.825,0.817,0.817,0.825,0.17,0.182,0.182,0.17,13.686,0.178,0.765,0.592,0.691,0.642,0.874,1.2e-05,original,20,5,,,,
svc,ag,0.725,0.704,0.704,0.725,0.094,0.107,0.107,0.094,6.775,0.002,0.715,0.724,0.858,0.861,0.883,7e-06,original,20,5,,,,
logreg,ag,0.825,0.823,0.823,0.825,0.127,0.129,0.129,0.127,6.889,0.021,0.603,0.547,0.702,0.659,0.679,1e-06,original,20,5,,,,
mlp,ag,0.65,0.63,0.63,0.65,0.094,0.092,0.092,0.094,6.8,0.022,0.712,0.678,0.816,0.803,0.82,4.1e-05,original,20,5,,,,
xgb,k_center,0.725,0.72,0.72,0.725,0.166,0.166,0.166,0.166,6.973,0.131,0.681,0.569,0.692,0.642,0.778,1e-05,original,20,5,,,,
rf,k_center,0.675,0.671,0.671,0.675,0.17,0.173,0.173,0.17,15.03,0.314,0.726,0.584,0.694,0.646,0.813,2e-05,original,20,5,,,,
svc,k_center,0.575,0.55,0.55,0.575,0.127,0.126,0.126,0.127,6.699,0.002,0.495,0.134,0.043,0.154,0.321,7e-06,original,20,5,,,,
logreg,k_center,0.575,0.538,0.538,0.575,0.127,0.122,0.122,0.127,6.34,0.11,0.492,0.383,0.48,0.415,0.481,1e-06,original,20,5,,,,
mlp,k_center,0.4,0.396,0.396,0.4,0.094,0.095,0.095,0.094,6.368,0.062,0.556,0.358,0.406,0.366,0.585,6.1e-05,original,20,5,,,,
xgb,random,0.95,0.949,0.949,0.95,0.061,0.062,0.062,0.061,5.757,0.049,0.819,0.713,0.817,0.792,0.86,1.5e-05,original,20,6,,,,
rf,random,0.825,0.812,0.812,0.825,0.127,0.147,0.147,0.127,13.624,0.187,0.739,0.615,0.731,0.689,0.798,1.5e-05,original,20,6,,,,
svc,random,0.875,0.873,0.873,0.875,0.137,0.139,0.139,0.137,6.582,0.002,0.784,0.673,0.786,0.754,0.85,6e-06,original,20,6,,,,
logreg,random,0.875,0.868,0.868,0.875,0.112,0.119,0.119,0.112,6.69,0.006,0.776,0.684,0.8,0.774,0.839,1e-06,original,20,6,,,,
mlp,random,0.775,0.762,0.762,0.775,0.184,0.195,0.195,0.184,6.579,0.042,0.739,0.627,0.746,0.707,0.813,8.3e-05,original,20,6,,,,
