type,type,type,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
344.47617,CASH_OUT,344.47617,CASH_OUT,74477.29,54130.25,28070.125,182825.38,240802.44,0
461.7506,TRANSFER,461.7506,TRANSFER,8.634978e+07,742379.2,-1.8525551e+06,8.484611e+06,9.609195e+07,0
422.6825,TRANSFER,422.6825,TRANSFER,3.3548785e+06,-1.574206e+06,-760452.6,3.6276576e+08,3.6702166e+08,0
330.36536,TRANSFER,330.36536,TRANSFER,7.189705e+07,-712531.8,-659927.4,1.2826293e+08,2.0903941e+08,0
387.0086,CASH_IN,387.0086,CASH_IN,1.03695825e+06,1.2662284e+07,1.3908607e+07,2.4502122e+08,2.4472573e+08,0
360.10672,TRANSFER,360.10672,TRANSFER,4.441717e+07,425089.5,-1.0418279e+06,3.898872e+06,4.9338064e+07,0
382.0335,TRANSFER,382.0335,TRANSFER,1.03575725e+06,-884430.94,-655303.6,1.7750635e+08,1.7886331e+08,0
301.31372,TRANSFER,301.31372,TRANSFER,3.407151e+07,-468667.94,-565938.75,9.390947e+07,1.3428138e+08,0
423.2993,TRANSFER,423.2993,TRANSFER,3.4628516e+07,-2.3758085e+06,-3.032155e+06,2.909188e+08,3.3117795e+08,0
403.82147,CASH_OUT,403.82147,CASH_OUT,1.10998e+06,-1.3038252e+06,-848341.25,3.4182138e+08,3.435608e+08,0
443.0816,CASH_OUT,443.0816,CASH_OUT,473019.44,-605668.56,-534746.25,1.4874994e+08,1.4973472e+08,0
298.0143,CASH_OUT,298.0143,CASH_OUT,986636.44,3.682581e+07,3.5564376e+07,1.0167894e+06,692019.7,0
395.07123,TRANSFER,395.07123,TRANSFER,1.5929338e+07,-1.441098e+06,-1.4320929e+06,2.211278e+08,2.3985525e+08,0
392.6828,CASH_OUT,392.6828,CASH_OUT,796336.7,-961654.56,-737770.6,2.4490227e+08,2.4631374e+08,0
